revision_id,entity_id,entity_label,value_id,change_target,property_id,property_label,old_value,old_value_label,new_value,new_value_label,datatype,action,target,entity_types_31,entity_description,new_value_description,old_value_description,label,entity_types_279,predicted_class
506941493,263639,municipality of Puerto Rico,Q263639$404f3b38-49ed-00ad-f000-bb7cbb6fdbf6,,279,subclass of,"""Q15284""",municipio,"""Q1763214""",municipio,wikibase-entityid,UPDATE,PROPERTY_VALUE,,"district of Puerto Rico, each led by a mayor and divided into barrios; governed by the Autonomous Municipalities Act of 1991",country subdivisions in several Hispanophone and Lusophone nations,administrative division having corporate status and usually powers of self-government or jurisdiction,link_change,"administrative subdivision of Puerto Rico, county-equivalent, municipio, second-level administrative division",link_change
308859499,5518,liceo classico,q5518$69f9e9e5-4dfb-bf2e-5036-a1542d0eebc3,,279,subclass of,"""Q159334""",secondary school,"""Q15938054""",secondary education in Italy,wikibase-entityid,UPDATE,PROPERTY_VALUE,,type of Italian senior high school specializing in classical studies,overview of secondary education in Italy,organization where secondary education is provided,refinement,liceo,refinement
7476639,194203,arrondissement of France,q194203$EDD55F5A-2CB9-4326-A510-4C21025AC1A2,,17,country,"""Q2084927""",France Pavilion,"""Q142""",France,wikibase-entityid,UPDATE,PROPERTY_VALUE,,territorial subdivision of a department of France,"country in Western Europe and other continents (through its overseas territories in America, Africa and Oceania)",pavillion of World Showcase in Epcot,link_change,"administrative territorial entity of France, arrondissement, second-level administrative division, third-level administrative division",property_value_update
1992745935,459221,sharing,Q459221$3ed301fe-4953-a421-7252-043bea992c22,,279,subclass of,"""Q451967""",intentional human activity,"""Q1914636""",activity,wikibase-entityid,UPDATE,PROPERTY_VALUE,,joint use of a resource or space,series of actions done by an agent which results in an external change of state,human activity driven by purposeful motives,unrefinement,"activity, resource allocation",unrefinement
308150846,192611,electoral unit,Q192611$7484fdbe-419f-216d-a52c-7cdab2a88167,,279,subclass of,"""Q15642566""",non-political administrative territorial entity,"""Q56061""",administrative territorial entity,wikibase-entityid,UPDATE,PROPERTY_VALUE,,territorial division made or used for elections,"territorial entity for administration purposes, with or without its own local government",country subdivision that does not have its own government and exists only for administrative purposes,unrefinement,"administrative territorial entity, political territorial entity",unrefinement
650198161,205895,landmass,Q205895$6c46a4b2-43c7-8f16-610d-ee669a9a59b1,,361,part of,"""Q634""",planet,"""Q2""",Earth,wikibase-entityid,UPDATE,PROPERTY_VALUE,,"contiguous area of land surrounded by ocean; large continuous area of land, either surrounded by sea or contiguous with another landmass",third planet from the Sun in the Solar System,celestial body directly orbiting a star or stellar remnant,refinement,"physico-geographical object, region",property_value_update
2298857744,59545,temporary work agency,Q59545$FEE50844-5EB1-437A-907C-FA97B08884CD,,279,subclass of,"""Q261362""",employment agency,"""Q352450""",agency,wikibase-entityid,UPDATE,PROPERTY_VALUE,,agency that connects temp workers with other businesses,professional service provider,organization which matches employers to employees,unrefinement,"agency, professional services firm",unrefinement
1754856944,1651,Yohan Blake,Q1651$8d103705-40af-21bb-974e-9080f5d8fe8f,,1344,participant in,"""Q51588237""",athletics at the 2018 Commonwealth Games – men's 100 metres,"""Q3294383""",2018 Commonwealth Games,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Jamaican athletics competitor,"multi-sport event in Gold Coast, Australia","The men's 100 metres at the 2018 Commonwealth Games, as part of the athletics programme, took place in the Carrara Stadium on 8 and 9 April 2018",unrefinement,,unrefinement
992021570,9603,Sufism,Q9603$182c9a35-427d-7f91-980b-ccbce1a016b5,,279,subclass of,"""Q483654""",Sunni Islam,"""Q432""",Islam,wikibase-entityid,UPDATE,PROPERTY_VALUE,"religious movement, way of life, lifestyle, religious denomination",body of mystical practice within Islam,Abrahamic religion founded by Muhammad,most populous Islamic denomination,unrefinement,"Islamic activity, obedience in Islam",unrefinement
706454146,51482,Red Bull,Q51482$BFE6A9DE-937D-4731-AEAC-2C7439F3147A,,495,country of origin,"""Q869""",Thailand,"""Q40""",Austria,wikibase-entityid,UPDATE,PROPERTY_VALUE,"drink brand, energy drink, trademark",brand of energy drinks sold by Red Bull GmbH,country in Central Europe,country in Southeast Asia,property_value_update,energy drink,property_value_update
214298073,154311,Dennis Aogo,Q154311$EE1F9169-B1F3-4573-B5C5-5CB99899CB8A,,735,given name,"""Q18755446""",Dennis,"""Q639292""",Dennis,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,German association football player,male given name,male given name,link_change,,link_change
6064764,32,Luxembourg,q32$B5C031D1-D90B-405E-999F-4C9A5B879AD5,,30,continent,"""Q3918638""","Hotel Europe, Minsk","""Q46""",Europe,wikibase-entityid,UPDATE,PROPERTY_VALUE,"country, grand duchy, landlocked country, sovereign state, state of the German Confederation 1815–1848 & 1850–1866, unitary state",country in Northwestern Europe,continent in the Northern Hemisphere,"building in Minsk, Belarus",link_change,,property_value_update
186144467,113448,Regina Schörg,Q113448$3a89abf6-47b7-6dde-c6fc-d7c67b8c096d,,19,place of birth,"""Q40""",Austria,"""Q1741""",Vienna,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,singer,capital of and state in Austria,country in Central Europe,refinement,,refinement
416027176,46473,,Q46473$2E7C8BFD-AD5C-4DD8-A869-40A73DE4B88B,,131,located in the administrative territorial entity,"""Q1202""",Saxony,"""Q6330""",Zwickau,wikibase-entityid,UPDATE,PROPERTY_VALUE,administrative community of Sachsen,,"rural district of Saxony, Germany",state in Germany,refinement,,refinement
1972270345,34800,Xinjiang,Q34800$76b3cec5-4a8f-a8d3-c5b1-b8bcb09cd7f3,,150,contains the administrative territorial entity,"""Q18651998""",Kokdala,"""Q10930847""",Shuanghe,wikibase-entityid,UPDATE,PROPERTY_VALUE,autonomous region of China,autonomous region in China,"county-level city in Xinjiang, China","county-level & sub-prefectural city in Xinjiang, People's Republic of China",property_value_update,,property_value_update
1604396488,435124,Alexander Godunov,q435124$9A5B4371-1109-486E-9F25-E6E54A07653B,,19,place of birth,"""Q7792""",Sakhalin,"""Q7859""",Yuzhno-Sakhalinsk,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Russian-American ballet dancer and film actor,city in far-eastern Russia,large Russian island in the North Pacific Ocean,property_value_update,,refinement
2173677399,168799,Witch in Our Family,Q168799$2f176ed0-44f6-d0c7-a233-d8092fcaa7ef,,161,cast member,"""Q126199128""",Rebecca Scheja,"""Q3373259""",Rebecca Scheja,wikibase-entityid,UPDATE,PROPERTY_VALUE,film,2000 film by Harald Hamrell,actress and musician,actress and musician,link_change,,link_change
23991784,258559,Alaska Peninsula National Wildlife Refuge,q258559$BDEC5D61-5B94-4F0B-AE96-7BC85B157F84,,131,located in the administrative territorial entity,"""Q1133002""",SS Alaska,"""Q797""",Alaska,wikibase-entityid,UPDATE,PROPERTY_VALUE,National Wildlife Refuge,United States National Wildlife Refuge in southwestern Alaska,state of the United States of America,British passenger liner,link_change,,unrefinement
1783224037,106130,Adolf Wolff,Q106130$2EE02125-9B3F-4717-B9D4-7BDFEEE52550,,1889,different from,"""Q58369852""","Adolf Wolff: “Poet, Sculptor and Revolutionist, but Mostly Revolutionist”","""Q60035417""",Adolf Wolff,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,German architect (1832-1885),visual artist,,link_change,,link_change
387455366,385746,Hightstown,Q385746$1F7617BC-AF71-4A79-9213-97745AE4984B,,31,instance of,"""Q486972""",human settlement,"""Q2911266""",borough of New Jersey,wikibase-entityid,UPDATE,PROPERTY_VALUE,borough of New Jersey,"borough in Mercer County, New Jersey, United States",type of subdivision of New Jersey in the USA,"place of any size, in which people permanently live",refinement,,refinement
2267139790,1174,Haryana,Q1174$18579747-856F-47AD-9050-649BAC149D24,,31,instance of,"""Q12443800""",state of India,"""Q7275""",state,wikibase-entityid,UPDATE,PROPERTY_VALUE,state of India,state in North India,"organised community living under a system of government; either a sovereign state, constituent state, or federated state",Indian national administrative subdivision,unrefinement,,unrefinement
517336286,271421,Torsten Nils Wiesel,Q271421$A3CE3B03-93A7-40F1-9D5A-4768BFFB7CB2,,108,employer,"""Q19372""",Carrù,"""Q193727""",Johns Hopkins University,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Swedish neuroscientist,"private university in Baltimore, Maryland, USA",commune in Italy,property_value_update,,"property_value_update, link_change"
1294011941,76606,Carl Bosch,Q76606$99FD920D-0EB5-4928-A966-2BD814F09490,,101,field of work,"""Q2329""",chemistry,"""Q395""",mathematics,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,German chemical engineer (1874–1940),field of study,"branch of physical science concerned with the composition, structure and properties of matter",property_value_update,,property_value_update
663811805,62118,Robert Hermann Schomburgk,Q62118$406ba4fa-4dcf-09a4-95df-96a1939f466b,,551,residence,"""Q650667""",Guyanas,"""Q918126""",British Guiana,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"German explorer, botanist, and ichthyologist (1804-1865)",British posession in the Guianas region between 1814–1966,region in northeastern South America,property_value_update,,refinement
616268222,380832,Aello,Q380832$c5b857ff-4f6b-18ba-a3d8-501283f837f6,,25,mother,"""Q131651""",Electra,"""Q1438693""",Electra,wikibase-entityid,UPDATE,PROPERTY_VALUE,mythical creature,one of the Harpy sisters in Greek mythology,one of the Oceanids; daughter of Oceanus and Tethys,daughter of Agamemnon,link_change,,link_change
1062551148,63522,Hans-Wilhelm Müller-Wohlfahrt,Q63522$8311D01E-4249-403A-BFA1-F2B3D36A1828,,734,family name,"""Q8157228""",Müller,"""Q76503454""",Müller-Wohlfahrt,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,German sports physician,family name,family name,refinement,,property_value_update
1733134871,44272,Michel Foucault,Q44272$35CC9EB5-3FE1-400B-BB55-B68FE34FA09B,,509,cause of death,"""Q12199""",AIDS,"""Q5949512""",Juan Francisco Borges,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,French philosopher (1926–1984),Argentinian military personnel,spectrum of conditions caused by HIV infection,property_value_update,,property_value_update
1333283416,267169,North Fork Flathead River,Q267169$6C5586BD-7E4B-447B-ADC7-EA0A9E1A9FEB,,131,located in the administrative territorial entity,"""Q1212""",Montana,"""Q496607""",Flathead County,wikibase-entityid,UPDATE,PROPERTY_VALUE,river,"river in Flathead County, Montana, United States and British Columbia, Canada","county in Montana, United States",state of the United States of America,refinement,,property_value_update
2215483110,26668,Raymond Chan,Q26668$dc3402e7-408c-0bdb-9839-d406864554b9,,91,sexual orientation,"""Q592""",gay,"""Q6636""",homosexuality,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Hong Kong politician,romantic or sexual attraction or behavior between members of the same sex,term referring to a homosexual person or the trait of homosexuality,property_value_update,,refinement
1545902953,7439,Richard Stallman,Q7439$a53242d7-497f-0976-b923-0fb1a147f8d3,,106,occupation,"""Q102129595""",free software activist,"""Q15253558""",activist,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"American software freedom activist, short story writer and computer programmer, founder of the GNU project","person working with promoting or impeding, or causing social, political, economic, or environmental change",activist who promotes free software,unrefinement,,unrefinement
2013838957,164749,100 Mosques Scheme,Q164749$386630a9-4814-5fed-b320-4f06995afff5,,170,creator,"""Q2039886""",Ahmadiyya Muslim Community,"""Q171764""",Ahmadiyya,wikibase-entityid,UPDATE,PROPERTY_VALUE,project,,Islamic revival movement originating in the Indian subcontinent,denomination in Islam,link_change,,link_change
1081542693,57105,Corcelles-sur-Chavornay,q57105$891297DD-AAEA-4D27-8CC7-8960F2BBF41E,,131,located in the administrative territorial entity,"""Q12771""",canton of Vaud,"""Q52726""",Chavornay,wikibase-entityid,UPDATE,PROPERTY_VALUE,"former municipality of Switzerland, Ortschaft",municipality in Switzerland,municipality in Switzerland,canton of Switzerland,refinement,,property_value_update
1193676866,277850,Ilyushin Il-102,Q277850$1284308e-4b51-430d-a136-76e10eeaae87,,279,subclass of,"""Q208187""",attack aircraft,"""Q11436""",aircraft,wikibase-entityid,UPDATE,PROPERTY_VALUE,"aircraft model, attack aircraft, fixed-wing aircraft",prototype of attack aircraft by Ilyushin,machine that is able to fly by gaining support from the air other than the reactions of the air against the earth’s surface,aircraft intended to attack ground targets,unrefinement,"attack aircraft, fixed-wing aircraft",unrefinement
1020857439,418508,cycloserine,Q418508$7CDBC761-F0ED-4BF4-A1BD-6A67B20EB67B,,279,subclass of,"""Q24153252""",bactericide,"""Q804539""",bactericide,wikibase-entityid,UPDATE,PROPERTY_VALUE,"alkaloid, type of chemical entity",chemical compound,a substance that kills or slows the growth of bacteria,a substance that kills or slows the growth of bacteria,link_change,alkaloid,link_change
1816874576,116754,Marc-Auguste Pictet,Q116754$37e7ee93-4ae0-6dc1-d9d7-61384ea1b50c,,27,country of citizenship,"""Q58296""",France,"""Q142""",France,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Genevan scientist (1752-1825),"country in Western Europe and other continents (through its overseas territories in America, Africa and Oceania)","republic governing France, 1792–1804",link_change,,link_change
1488550120,234527,Kat Von D,Q234527$f75ac029-4050-5432-cc91-e26aea96710a,,735,given name,"""Q58656839""",Katherine,"""Q108631""",Katherine,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Mexican-American tattoo artist and television personality,female given name,unisex given name,link_change,,link_change
21978972,52766,Bundesstraße 110,q52766$EDA7B982-7E7A-4852-A339-39C36B0EB143,,31,instance of,"""somevalue""",,"""Q561431""",Bundesstraße,wikibase-entityid,UPDATE,PROPERTY_VALUE,Bundesstraße,federal highway in Germany,denotation for German and Austrian national highways,,property_value_update,,property_value_update
1930240666,319542,Fürth Central Station,Q319542$c02ecdea-401f-a9e2-7cc1-8df9b05beed5,,81,connecting line,"""Q115035376""",Fürth (Bay) Hbf–Würzburg Hbf railway,"""Q115793142""",Nuremberg Hbf–Fürth (Bay) Hbf railway,wikibase-entityid,UPDATE,PROPERTY_VALUE,"central station, through station","railway halt in the urban district of Fürth, Middle Franconia, Germany","railway line in Middle Franconia, Germany",railway line in Germany,property_value_update,,"property_value_update, link_change"
1522265463,171391,list of awards and nominations received by House,Q171391$A3A80F24-B986-4826-BF8F-0EB45FE00DA2,,360,is a list of,"""Q618779""",award,"""Q67325957""",list of awards and nominations,wikibase-entityid,UPDATE,PROPERTY_VALUE,Wikimedia list article,Wikimedia list article,type of Wikimedia list article,something given to a person or a group of people to recognize their merit or excellence,refinement,,link_change
1157442340,42565,Oggiono,q42565$A216DB0E-EDA3-414A-9EF5-9AF23832EA23,,417,patron saint,"""Q364830""",Sant'Eufemia,"""Q240610""",Euphemia,wikibase-entityid,UPDATE,PROPERTY_VALUE,commune of Italy,Italian comune,Christian virgin and martyr saint,Wikimedia disambiguation page,link_change,,link_change
222512788,310246,Me2day,Q310246$2bbb33b0-4402-fdc6-bde0-081c34c3e68e,,31,instance of,"""Q2715623""",social network,"""Q3220391""",social networking service,wikibase-entityid,UPDATE,PROPERTY_VALUE,"former entity, social networking service",South Korean micro-blogging platform,online platform that facilitates the building of social relations,theoretical concept in sociology,link_change,,refinement
862199855,193543,avarice,Q193543$59545aa2-4b3c-e2de-1423-9afe1d9f6019,,31,instance of,"""Q60227""",sin,"""Q166502""",seven deadly sins,wikibase-entityid,UPDATE,PROPERTY_VALUE,"absence, money disorder, seven deadly sins, vice","an inordinate or insatiable longing, especially for wealth, status, and power",set of vices in Christian theology and Western philosophy,transgression against religious commandments or precepts,refinement,"absence, money disorder",refinement
177863587,92114,Alexander Pagenstecher,Q92114$08182FC2-9C7B-4048-8B66-6C688A41DCD5,,1196,manner of death,"""Q18012374""",hunting accident,"""Q171558""",accident,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,German ophthalmologist (1828–1879),unforeseen event that causes damage to a person or property,type of accident,unrefinement,,unrefinement
518106390,276480,Ambroise Paré,q276480$CFF6B61B-50B3-433B-8D56-F3DEFAE5BF72,,106,occupation,"""Q39631""",physician,"""Q781850""",barber surgeon,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,French surgeon,historical profession,professional who practices medicine,property_value_update,,property_value_update
11994972,159,Russia,q159$5C85A62B-2DF6-4344-9B8E-D0E637969CC9,,150,contains the administrative territorial entity,"""Q2469395""",Historical Bashkortostan,"""Q5710""",Bashkortostan,wikibase-entityid,UPDATE,PROPERTY_VALUE,"country, federation, secular state, sovereign state, successor state, transcontinental country",country in Eastern Europe and Northern Asia,federal subject of Russia,Historical area,link_change,,"property_value_update, link_change"
9337152,15674,Kagoshima,q15674$A27C92C0-1EDD-4904-83CE-C5E8F9565191,,190,twinned administrative body,"""Q1249407""",USS Miami,"""Q8652""",Miami,wikibase-entityid,UPDATE,PROPERTY_VALUE,"big city, city for international conferences and tourism, city of Japan, core city of Japan, jōkamachi, prefectural capital of Japan",capital city of Kagoshima prefecture,"city in Miami-Dade County, Florida, United States",1988 Los Angeles-class submarine,link_change,,link_change
74066849,169667,Zeche Aurora,Q169667$B9ECB34A-B44F-43BC-85C2-AA610B9EB9EF,,131,located in the administrative territorial entity,"""Q1198""",North Rhine-Westphalia,"""Q4082""",Hattingen,wikibase-entityid,UPDATE,PROPERTY_VALUE,mine,mine,"town in the district of Ennepe-Ruhr-Kreis, in North Rhine-Westphalia, Germany",state in Germany,refinement,,refinement
673365847,5673,Hans Christian Andersen,Q5673$82c29d50-482a-d69e-e41c-57846362cb69,,800,notable work,"""Q11859""",The Little Mermaid,"""Q11870""",Thumbelina,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Danish writer and poet (1805–1875),fairy tale by H. C. Andersen,fairy tale by H. C. Andersen,property_value_update,,property_value_update
138900968,5528,anyon,q5528$65191e12-4837-163c-0376-955e0e4491d4,,279,subclass of,"""Q43116""",elementary particle,"""Q1621273""",particle,wikibase-entityid,UPDATE,PROPERTY_VALUE,,type of particle that occurs only in two-dimensional systems,small localized object in physical sciences,"quantum particle having no known substructure; quark, electron, photon, etc.",unrefinement,quasiparticle,unrefinement
642928359,4769,Anthony Sweijs,Q4769$9496571A-DC72-4FC9-984C-48EBD1F15EAC,,27,country of citizenship,"""Q29999""",Kingdom of the Netherlands,"""Q55""",Netherlands,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Dutch sports shooter (1852-1937),country in Northwestern Europe with territories in the Caribbean,transcontinental sovereign state and constitutional monarchy,refinement,,"refinement, property_value_update"
410559416,444900,Chris Ferguson,Q444900$7A8BD194-8A5D-4ACF-A28E-7CF30C813312,,735,given name,"""Q339346""",Christopher,"""Q16667312""",Christopher,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,American poker player,name: given name and surname,unisex given name,link_change,,link_change
1016043351,4028,Paul Simon,Q4028$EB7F54A5-17E5-47C0-9E88-31C85FF20080,,1303,instrument,"""Q46185""",bass guitar,"""Q6607""",guitar,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,American singer-songwriter (born 1941),fretted string instrument,electric or acoustic bass instrument,unrefinement,,unrefinement
324291592,448731,Region Mittlerer Oberrhein,Q448731$e14988fa-412a-c094-99c3-8907e84b9324,,131,located in the administrative territorial entity,"""Q985""",Baden-Württemberg,"""Q8165""",Karlsruhe Government Region,wikibase-entityid,UPDATE,PROPERTY_VALUE,"administrative territorial entity, regional associations of Baden-Württemberg",planning region of Germany,"administrative subdivision and region of Baden-Württemberg, Germany",state in the southwest of the Federal Republic of Germany,refinement,,property_value_update
345312191,146907,Miralem Pjanić,q146907$BC15EE13-8B60-4575-ABAA-D7912E6224E5,,54,member of sports team,"""Q2739""",A.S. Roma,"""Q1422""",Juventus FC,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Bosnian association football player,"association football club in Turin, Italy","association football club in Rome, Italy",property_value_update,,"property_value_update, link_change"
619688185,38067,Firehole Falls,Q38067$523222A5-E689-43BB-9754-ABDE95FD334B,,4614,drainage basin,"""Q47272171""",Missouri River drainage basin,"""Q47293743""",Madison River basin,wikibase-entityid,UPDATE,PROPERTY_VALUE,waterfall,waterfall on the Firehole River in Yellowstone National Park,,drainage basin of the Missouri River,property_value_update,,property_value_update
1753518281,166177,Ballon d'Or,Q166177$a387b433-477a-37e1-732f-ea351a6489f7,,1346,winner,"""Q615""",Lionel Messi,"""Q1912""",Karim Benzema,wikibase-entityid,UPDATE,PROPERTY_VALUE,"recurring event, sports award, trophy",annual association football award,French footballer (born 1987),Argentine association football player (born 1987),property_value_update,"recurring event, trophy",property_value_update
338564352,352,Adolf Hitler,Q352$c4c10e6c-47dd-daaf-5fd9-989568e5ecf8,,106,occupation,"""Q15954665""",antisemitism,"""Q22649""",antisemitism,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,dictator of Germany from 1933 to 1945,"bias, prejudice, or discrimination against Jews",person practicing antisemitism,link_change,,link_change
1629725330,463521,Dora d'Istria,Q463521$493BF235-AB41-4B21-A03D-9868A8C23885,,735,given name,"""Q987115""",Dora,"""Q1209486""",Elena,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Romanian writer (1828-1888),female given name,female given name,property_value_update,,"property_value_update, link_change"
679554521,439745,Old hydroelectric power plant in Rheinfelden,q439745$FA82F04C-3BFA-4FAC-9812-F55A69E13A9F,,131,located in the administrative territorial entity,"""Q985""",Baden-Württemberg,"""Q16077""",Rheinfelden,wikibase-entityid,UPDATE,PROPERTY_VALUE,hydroelectric power station,power station,"town in Lörrach, Baden-Württemberg, Germany",state in the southwest of the Federal Republic of Germany,refinement,,property_value_update
137910684,55275,Urania Mella Serrano,Q55275$FB2349D3-C1E5-4CF4-B21A-6BF4CD43BD6A,,21,sex or gender,"""Q6581072""",female,"""Q6581097""",male,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"Galician politician, and forerunner of the women's associationism (1899–1945)",to be used in sex or gender (P21) to indicate that the human subject is a male or semantic gender (P10339) to indicate that a word refers to a male person,to be used in sex or gender (P21) to indicate that the human subject is a female or semantic gender (P10339) to indicate that a word refers to a female person,property_value_update,,property_value_update
1834542840,167249,Kroppach,Q167249$4606352F-A6EC-41C5-AA67-92B286C38309,,131,located in the administrative territorial entity,"""Q8602""",Westerwaldkreis,"""Q519390""",Hachenburg,wikibase-entityid,UPDATE,PROPERTY_VALUE,"non-urban municipality in Germany, Ortsgemeinde of Rhineland-Palatinate",municipality of Germany,Verbandsgemeinde in Rhineland-Palatinate,"district of Rhineland-Palatinate, Germany",refinement,,property_value_update
7288994,35852,hectare,q35852$DF0D64D1-7147-4AB6-B2C7-250021419A63,,111,measured physical quantity,"""Q3399828""",cadastral area,"""Q11500""",area,wikibase-entityid,UPDATE,PROPERTY_VALUE,"non-SI unit mentioned in and accepted with the SI, SI-accepted non-SI unit, unit of area",metric unit of area,"quantity that expresses the extent of a two-dimensional surface or shape, or planar lamina, in the plane",,unrefinement,,unrefinement
166023571,209034,Toluca,Q209034$f1991581-4303-7f7d-06d0-685c10c2449b,,31,instance of,"""Q515""",city,"""Q15284""",municipality,wikibase-entityid,UPDATE,PROPERTY_VALUE,"big city, city, locality of Mexico",city in the capital municipality of Mexico State,administrative division having corporate status and usually powers of self-government or jurisdiction,large human settlement,unrefinement,,refinement
