cluster_id,cluster_size,revision_id,entity_id,entity_label,property_id,property_label,old_value,new_value,old_value_label,new_value_label,user_type,datatype,change_target,value_id,action,target,timestamp
1,110190,346342441,161937,Teucrium chamaedrys,-1,label,Teucrium chamaedrys,wall germander,,,human,string,,label,UPDATE,PROPERTY_VALUE,2016-06-12 07:17:41+00:00
1,110190,140278223,40713,Snaggletooth shark,-1,label,Hemipristis elongatus,Snaggletooth shark,,,human,string,,label,UPDATE,PROPERTY_VALUE,2014-06-25 13:13:39+00:00
1,110190,2043033674,261448,Fritzi Burger,18,image,Verdensmesterkapet i Kunstløp (1929) (14378550858).jpg,1928 Fritzi Burger Retouched.jpg,,,human,string,,Q261448$1D673459-438F-4FBF-B1DC-64C3FAE81572,UPDATE,PROPERTY_VALUE,2024-01-02 04:16:14+00:00
1,110190,2354823577,319631,,-2,description,literary work,1962 essay by Karlheinz Deschner,,,human,string,,description,UPDATE,PROPERTY_VALUE,2025-05-30 21:58:04+00:00
1,110190,1828493435,273210,James Baldwin,18,image,James Baldwin 37 Allan Warren (cropped).jpg,Monkey eating.jpg,,,anonymous,string,,Q273210$12BC3D75-C75E-48E7-93DC-A3DA27C81F37,UPDATE,PROPERTY_VALUE,2023-02-07 12:03:58+00:00
2,166133,308167344,10455,Fürth,214,VIAF cluster ID,248094040,125553050,,,bot,string,,Q10455$83397DBE-F420-470C-BE88-2360940325A1,UPDATE,PROPERTY_VALUE,2016-02-28 15:52:07+00:00
2,166133,724208476,231960,Michaëlla Krajicek,555,doubles record,250–143,262–152,,,human,string,,q231960$9974f3ff-4270-c9db-1596-ff4b3b0e91dc,UPDATE,PROPERTY_VALUE,2018-08-11 09:37:45+00:00
2,166133,1780017900,219348,Harry Hooper,2369,Soccerway player ID,harry-hooper/536181,-/536181,,,bot,string,,Q219348$10be8062-4451-354b-41ee-be8f64f4c095,UPDATE,PROPERTY_VALUE,2022-11-28 00:31:49+00:00
2,166133,40670754,203269,Wade Barrett,244,Library of Congress authority ID,no201252791,no2012052791,,,bot,string,,q203269$6E38B703-300F-4D88-95E4-AEEFBB253595,UPDATE,PROPERTY_VALUE,2013-05-12 17:18:10+00:00
2,166133,743047754,273586,Natalia Hadjiloizou,3171,Olympic.org athlete ID (archived),natalia-baranovskaya-khatziloizou,natallia-hadjiloizou,,,human,string,,Q273586$b2cf704a-4d3b-ee14-6ec6-6808be2e1f80,UPDATE,PROPERTY_VALUE,2018-09-09 07:11:33+00:00
2,166133,2023974562,332811,Gaetano Gaspari,5504,RISM ID,pe45253,people/45253,,,bot,string,,Q332811$932E24FD-0B1E-4A47-A100-16E6EEEA332A,UPDATE,PROPERTY_VALUE,2023-12-04 15:00:30+00:00
2,166133,83306834,219353,Rosalynn Carter,214,VIAF cluster ID,75099765,161677094,,,bot,string,,q219353$8700EE2D-9567-460C-B818-3CF97648829D,UPDATE,PROPERTY_VALUE,2013-11-02 18:16:26+00:00
2,166133,305700121,146081,Mesa Verde cactus,1421,GRIN URL,http://www.ars-grin.gov/cgi-bin/npgs/html/taxon.pl?319237,https://npgsweb.ars-grin.gov/gringlobal/taxonomydetail.aspx?id=319237,,,bot,string,,Q146081$9902189E-961C-45DA-9710-63EF40A53587,UPDATE,PROPERTY_VALUE,2016-02-20 17:39:07+00:00
2,166133,1780014766,197591,Marcel Augusto Ortolan,2369,Soccerway player ID,marcel-augusto-ortolan/9399,-/9399,,,bot,string,,Q197591$62337A00-6579-4551-AA44-65370719D8FE,UPDATE,PROPERTY_VALUE,2022-11-28 00:25:47+00:00
2,166133,1971936499,333443,Amrish Puri,1695,NLP ID,A22467440,a0000002246744,,,bot,string,,Q333443$ff96bd53-84d3-422b-88e3-b6a932e116c4,UPDATE,PROPERTY_VALUE,2023-09-10 19:42:13+00:00
2,166133,757548929,191766,Samantha Stosur,564,singles record,584–412,584–413,,,human,string,,q191766$2EA194BB-82CA-4C5D-B468-9F1D068A2A59,UPDATE,PROPERTY_VALUE,2018-10-05 15:09:36+00:00
2,166133,212579259,216606,Anatoly Neklyudov,214,VIAF cluster ID,303431437,261156214,,,bot,string,,Q216606$FBF9AFB1-D8B6-4BCE-ABFD-7603BB1926DE,UPDATE,PROPERTY_VALUE,2015-04-24 05:17:49+00:00
2,166133,1336967010,448594,Esther Ralston,214,VIAF cluster ID,76418554,391149066574865601683,,,bot,string,,q448594$34926524-7E0E-47CE-A470-E58655A6FF76,UPDATE,PROPERTY_VALUE,2021-01-08 04:09:24+00:00
2,166133,1731273109,183539,County Louth,94,coat of arms image,Louth county arms.png,Louth Coat of Arms.png,,,human,string,,Q183539$dfebca29-4503-b918-46aa-5f6515229764,UPDATE,PROPERTY_VALUE,2022-09-18 17:18:11+00:00
2,166133,2289684022,193482,Neve Camdela,-1,label,Neve Campbell,Neve Camdela,,,anonymous,string,,label,UPDATE,PROPERTY_VALUE,2024-12-20 02:28:39+00:00
3,19770,2248162835,113333,Crow Wing County,18,image,Crow Wing Co. Courthouse.JPG,"Historic Crow Wing County Court House, Brainerd, Minnesota (41585718562).jpg",,,human,string,,Q113333$5ACC38C7-A6A2-40BD-9D2B-5860E026255C,UPDATE,PROPERTY_VALUE,2024-09-14 17:22:35+00:00
3,19770,1179670970,30192,Greenwich Mean Time,18,image,Greenwich clock.jpg,"London, Greenwich, Royal Greenwich Observatory -- 2016 -- 4745-6-8.jpg",,,human,string,,Q30192$e94c984d-41f0-71a1-c86f-2aaa8957f572,UPDATE,PROPERTY_VALUE,2020-05-12 11:29:38+00:00
3,19770,736599897,83100,Osman I,18,image,I Osman.jpg,Sultan Gazi ʻUthmān Han I - السُلطان الغازي عُثمان خان الأوَّل.png,,,human,string,,Q83100$da603b66-4816-019c-5d2c-15d218bc7719,UPDATE,PROPERTY_VALUE,2018-08-30 13:00:59+00:00
3,19770,32316225,162925,meiotic nuclear division,-2,description,pinga,type of cell division necessary for sexual reproduction in eukaryotes,,,human,string,,description,UPDATE,PROPERTY_VALUE,2013-04-28 20:11:22+00:00
3,19770,992248262,8385,Ostrava,18,image,"Ostrava, 30. dubna.jpg","Katedrála Božského Spasitele, Nová Karolina a Dolní oblast Vítkovic, pohled z Nové radnice, srpen 2011.jpg",,,human,string,,Q8385$a1a6e1fe-4bb9-8334-cbf5-c55eba80594c,UPDATE,PROPERTY_VALUE,2019-08-05 12:36:07+00:00
3,19770,1646028909,104280,gums,-2,description,mucosal tissue that lies over the mandible and maxilla inside the mouth,Human mouth anatomy,,,human,string,,description,UPDATE,PROPERTY_VALUE,2022-05-24 14:32:03+00:00
3,19770,1084238791,447889,"Marie Anne de La Trémoille, princesse des Ursins",18,image,"Marie Anne de La Trémoille, princesse des Ursins by an anonymous member of the École Française.jpg","Presumed portrait of Marie Anne de La Trémoille, Princesse des Ursins - Condé Museum.jpg",,,human,string,,Q447889$DE2DEF5E-C4B8-4CA0-A493-1FD713FB67A8,UPDATE,PROPERTY_VALUE,2019-12-27 03:21:36+00:00
3,19770,616636714,437388,Jonathan Mason,18,image,JonathanMason.jpg,"Jonathan Mason, Senator from Massachusetts, by American school of the 19th century.jpg",,,human,string,,Q437388$753457b5-4e23-9542-26ad-51fd1c653d50,UPDATE,PROPERTY_VALUE,2018-01-04 21:04:59+00:00
3,19770,1314791835,191076,Bose-Einstein statistics,-2,description,"one of two possible ways in which a collection of non-interacting indistinguishable particles may occupy a set of available discrete energy states, at thermodynamic equilibrium",Statistical description for the behaviour of bosons,,,human,string,,description,UPDATE,PROPERTY_VALUE,2020-11-28 21:47:57+00:00
3,19770,2117481246,17698,Villanova Monferrato,242,locator map image,Map of comune of Villanova Monferrato.jpg,"Map of comune of Villanova Monferrato (province of Alessandria, region Piedmont, Italy).svg",,,human,string,,Q17698$f53280df-4b1c-db38-3d7f-b46a43cf3b80,UPDATE,PROPERTY_VALUE,2024-04-02 15:25:48+00:00
3,19770,312675754,236164,Linda Christian,18,image,"Actress Linda Christian wearing a sarong and Hawaiin lei while talking with others at Ciros, 1954.jpg",Linda Christian and Edmund Purdom 1962 (cropped).jpg,,,human,string,,q236164$EB6A35F3-A82D-4D97-A8C0-FE4D00BA83EC,UPDATE,PROPERTY_VALUE,2016-03-15 11:44:39+00:00
3,19770,1921383457,289863,Vranići kod Vižinade,-2,description,human settlement,"settlement in the Municipality of Vižinada, Istria County, Croatia",,,human,string,,description,UPDATE,PROPERTY_VALUE,2023-06-22 11:53:10+00:00
3,19770,2184316793,180141,Sodom and Gomorrah,18,image,"Sodom and Gomorrah afire, by Jacob Jacobsz. de Wet d. J., probably Köln, c. 1680, oil on canvas - Hessisches Landesmuseum Darmstadt - Darmstadt, Germany - DSC01149.jpg",Daniel van Heil (attr) Brennende Stadt.jpg,,,human,string,,Q180141$F512F324-8AFD-4B34-968F-B01B40E96F12,UPDATE,PROPERTY_VALUE,2024-06-20 06:51:07+00:00
3,19770,1916854803,255319,Per Noste,-2,description,French association with the aim of supporting and promoting the Occitan language and civilization in Gascony,French association and publisher specialized in Occitan language and Gascon culture,,,human,string,,description,UPDATE,PROPERTY_VALUE,2023-06-16 21:22:41+00:00
3,19770,1889271156,226998,Eureka,-2,description,1 Eylul 1993 doğumlu Eureka’nın gerçek adı “Efe Can Doğan’dır.” Hip hop kültürüne daha ilkokul yıllarında graffiti ile ilk adımını attı.,Wikimedia disambiguation page,,,human,string,,description,UPDATE,PROPERTY_VALUE,2023-05-04 21:32:35+00:00
4,11,239915430,35648,William Howard Taft,1157,US Congress Bio ID,no value,novalue,,,human,unknown-values,,Q35648$F8112840-5733-4AEE-A185-8A40AB0B6199,UPDATE,PROPERTY_VALUE,2015-08-11 04:25:53+00:00
4,11,239300347,1124,Bill Clinton,1157,US Congress Bio ID,no value,novalue,,,human,unknown-values,,Q1124$CCB215AF-1A5F-403B-9CA9-7C5F2C4D3D2F,UPDATE,PROPERTY_VALUE,2015-08-08 11:26:02+00:00
4,11,371400488,62599,Heinz Müller,214,VIAF cluster ID,no value,novalue,,,human,unknown-values,,Q62599$53773a22-4db8-9119-49ef-c19b7640855e,UPDATE,PROPERTY_VALUE,2016-08-30 19:45:01+00:00
4,11,525661279,161281,Brithenig,1394,Glottolog code,no value,novalue,,,human,unknown-values,,Q161281$8f1310bf-48ae-f7d3-d23e-1438061fdfed,UPDATE,PROPERTY_VALUE,2017-07-25 17:54:21+00:00
4,11,239300811,9916,Dwight D. Eisenhower,1157,US Congress Bio ID,no value,novalue,,,human,unknown-values,,Q9916$41FC46B7-A6BD-410C-8603-C3A587F769AA,UPDATE,PROPERTY_VALUE,2015-08-08 11:30:16+00:00
4,11,239300653,23685,Jimmy Carter,1157,US Congress Bio ID,no value,novalue,,,human,unknown-values,,Q23685$B2DF4A21-E55A-40A6-B86F-897CF413E86D,UPDATE,PROPERTY_VALUE,2015-08-08 11:28:52+00:00
4,11,239915605,11896,Zachary Taylor,1157,US Congress Bio ID,no value,novalue,,,human,unknown-values,,Q11896$81A7BF8D-4406-4D89-9A61-964A8741E7A6,UPDATE,PROPERTY_VALUE,2015-08-11 04:28:53+00:00
4,11,239301182,35236,Herbert Hoover,1157,US Congress Bio ID,no value,novalue,,,human,unknown-values,,Q35236$58F2F957-BBE1-4912-BD5A-79EEA49DC9F2,UPDATE,PROPERTY_VALUE,2015-08-08 11:33:45+00:00
4,11,239915524,34836,Ulysses S. Grant,1157,US Congress Bio ID,no value,novalue,,,human,unknown-values,,Q34836$96C2BB9A-89A4-4B1C-90BF-0AD5715EA58D,UPDATE,PROPERTY_VALUE,2015-08-11 04:27:28+00:00
4,11,239301003,9960,Ronald Reagan,1157,US Congress Bio ID,no value,novalue,,,human,unknown-values,,Q9960$2EDB9D44-85AD-4A60-A4AC-BA652705A562,UPDATE,PROPERTY_VALUE,2015-08-08 11:32:01+00:00
4,11,239915466,35171,Grover Cleveland,1157,US Congress Bio ID,no value,novalue,,,human,unknown-values,,Q35171$37A8CB8E-4699-4CE7-813E-5E7FD12E2AEC,UPDATE,PROPERTY_VALUE,2015-08-11 04:26:34+00:00
5,116572,629999400,209942,Sadio Mané,-1,label,Albert Mané,Sadio Mané,,,human,string,,label,UPDATE,PROPERTY_VALUE,2018-02-11 22:00:33+00:00
5,116572,482806,1071,geography,-2,description,"The science that studies the lands, the features, the inhabitants, and the phenomena of the Earth","the study of the lands, features, inhabitants, and phenomena of the Earth",,,human,string,,description,UPDATE,PROPERTY_VALUE,2012-11-17 22:21:35+00:00
5,116572,592414268,410500,Morland,-2,description,Wikipedia disambiguation page,Wikimedia disambiguation page,,,bot,string,,description,UPDATE,PROPERTY_VALUE,2017-11-12 04:41:44+00:00
5,116572,175086250,62162,Fritz Walter,-2,description,Germen football player,German football player,,,human,string,,description,UPDATE,PROPERTY_VALUE,2014-11-18 17:12:59+00:00
5,116572,1077303408,26141,Carlos María Franzini,-2,description,Argentinian bishop,Argentinian archbishop,,,human,string,,description,UPDATE,PROPERTY_VALUE,2019-12-16 07:54:17+00:00
5,116572,2327592304,301179,Vinni Rural Municipality,242,locator map image,Vinni vald 2017.png,Eesti Vinni vald 2017.svg,,,anonymous,string,,Q301179$BF63EC51-E586-4247-B036-8A7388459981,UPDATE,PROPERTY_VALUE,2025-03-20 09:17:10+00:00
5,116572,592468418,440708,Fernando Pereira,-2,description,Wikipedia disambiguation page,Wikimedia disambiguation page,,,bot,string,,description,UPDATE,PROPERTY_VALUE,2017-11-12 07:10:48+00:00
5,116572,1434440839,252485,The Great Wave off Kanagawa,-1,label,The Great Wave of Kanagawa,The Great Wave off Kanagawa,,,human,string,,label,UPDATE,PROPERTY_VALUE,2021-06-03 17:56:01+00:00
5,116572,168828366,31919,Vitali Klitschko,18,image,Vitali Klitschko 2009 01 27.jpg,2014-09-12 - Vitali Klitschko - 9019.jpg,,,human,string,,Q31919$78159BF6-06F2-47EB-A874-4DE350C89056,UPDATE,PROPERTY_VALUE,2014-10-27 06:39:29+00:00
5,116572,1138385099,2770,Tula,94,coat of arms image,Coat of Arms of Tula.png,Coat of arms of Tula.svg,,,human,string,,q2770$4BFB7205-254A-4C60-A267-BDAB5CE5430C,UPDATE,PROPERTY_VALUE,2020-03-19 09:42:35+00:00
5,116572,1695431380,3954,Neptune,-2,description,Roman god of water and the sea,Roman god of freshwater and the sea,,,human,string,,description,UPDATE,PROPERTY_VALUE,2022-08-03 15:48:30+00:00
5,116572,1428585579,329833,Tarnowskie Góry,-2,description,"town in Silesia, southern Poland",town in the Silesian Voivodeship in southern Poland,,,human,string,,description,UPDATE,PROPERTY_VALUE,2021-05-25 15:16:56+00:00
5,116572,592311464,351604,Leiva,-2,description,Wikipedia disambiguation page,Wikimedia disambiguation page,,,bot,string,,description,UPDATE,PROPERTY_VALUE,2017-11-12 00:11:01+00:00
5,116572,81435110,48475,Voyager 2,-2,description,space probe and the seconds farthest man-made object from Earth,space probe and the second farthest man-made object from Earth,,,human,string,,description,UPDATE,PROPERTY_VALUE,2013-10-25 17:18:06+00:00
5,116572,1507837277,152272,Georges Méliès,-2,description,French pioneer filmmaker and illusionist,French film maker and illusionist (1861–1938),,,human,string,,description,UPDATE,PROPERTY_VALUE,2021-10-04 10:41:33+00:00
6,106576,645775407,200133,Chalkida,856,official website,http://www.chalkida.gr,https://dimoschalkideon.gr/,,,human,string,,Q200133$553641B3-C979-44EE-A4DC-172329951492,UPDATE,PROPERTY_VALUE,2018-03-08 13:44:05+00:00
6,106576,220369282,192950,Herod Antipas,214,VIAF cluster ID,173299121,62343172,,,bot,string,,q192950$86FD7DEA-BA98-4072-84C8-26433D29F168,UPDATE,PROPERTY_VALUE,2015-05-28 20:46:26+00:00
6,106576,722688628,199194,Nanjing–Hangzhou high-speed railway,-1,label,Nanjing–Hangzhou Passenger Railway,Nanjing–Hangzhou high-speed railway,,,bot,string,,label,UPDATE,PROPERTY_VALUE,2018-08-08 01:02:24+00:00
6,106576,1004188158,408094,3-methyl-3-buten-1-ol,117,chemical structure,Strukturformel von Isoprenol.svg,Structural formula of isoprenol.svg,,,human,string,,Q408094$F13D7EE8-6D56-4C21-9B99-EC682833E3B9,UPDATE,PROPERTY_VALUE,2019-08-28 13:36:17+00:00
6,106576,723039867,230231,Tamira Paszek,555,doubles record,49–74,49–76,,,human,string,,q230231$8F28DC70-8031-4ADB-9AFE-D5B218821386,UPDATE,PROPERTY_VALUE,2018-08-08 19:58:17+00:00
6,106576,631449767,122069,roe deer,18,image,Capreolus capreolus 2 Jojo.jpg,Capreolus (js)11.jpg,,,human,string,,q122069$6CD7200D-4260-46A5-B803-82CBADCE80AA,UPDATE,PROPERTY_VALUE,2018-02-15 14:17:19+00:00
6,106576,472589974,77198,Mato Kósyk,214,VIAF cluster ID,39430302,135145857855023020070,,,bot,string,,q77198$F8F0FC2B-08D9-453A-88D4-9E5FC9D00DBE,UPDATE,PROPERTY_VALUE,2017-04-06 19:05:24+00:00
6,106576,1595351734,3869,Marburg,18,image,Marburger Schloss 024.jpg,Marburg Oberstadt von SO.jpg,,,human,string,,Q3869$5922012A-59A7-41B6-8973-35042D887295,UPDATE,PROPERTY_VALUE,2022-03-15 21:55:11+00:00
6,106576,319603084,215204,Louis II of Italy,214,VIAF cluster ID,265882463,56581259,,,bot,string,,q215204$6D8CFB5D-973F-4B80-867C-94318EE9FA47,UPDATE,PROPERTY_VALUE,2016-04-07 13:10:58+00:00
6,106576,352637657,223341,League of Legends,348,software version identifier,6.12,6.13,,,anonymous,string,,Q223341$b1ab26bd-4841-168a-8fa3-503d4fba33ff,UPDATE,PROPERTY_VALUE,2016-06-30 21:10:34+00:00
6,106576,426996489,176577,Jérémy Chardy,555,doubles record,97–122,104-126,,,human,string,,q176577$648CF684-72B8-47F6-9CEA-1AE602B1FCB2,UPDATE,PROPERTY_VALUE,2017-01-11 10:26:01+00:00
6,106576,1626917541,328705,William Henry Bartlett,6829,Dictionary of Irish Biography ID,a0475,000475,,,bot,string,,Q328705$9B46C224-1523-4934-BB19-ADC9ECBEA905,UPDATE,PROPERTY_VALUE,2022-04-27 21:16:30+00:00
6,106576,2255388097,71231,Charles the Bald,1559,name in native language,ADRIAN MARICON,Mr cacahuetes (Helios),,,anonymous,monolingualtext,,Q71231$1ACCB1D6-7222-48BB-8BAC-A5AF8B0CC2FA,UPDATE,PROPERTY_VALUE,2024-10-02 08:25:23+00:00
6,106576,24087172,35670,Lango,-1,label,Lango language,Lango dialect,,,bot,string,,label,UPDATE,PROPERTY_VALUE,2013-04-10 12:42:42+00:00
6,106576,1772323911,340946,Sparta Praha,-1,label,Sparta Praga,Sparta Praha,,,human,string,,label,UPDATE,PROPERTY_VALUE,2022-11-15 16:25:27+00:00
7,2858,1327340857,334465,Cape Canaveral Space Force Station,-1,label,Cape Canaveral Air Force Station,Cape Canaveral Space Force Station,,,human,string,,label,UPDATE,PROPERTY_VALUE,2020-12-23 05:50:15+00:00
7,2858,1438477752,271839,Pan-American Highway,-2,description,network of roads of the Americas,Fundada Por los Estados Americanos,,,anonymous,string,,description,UPDATE,PROPERTY_VALUE,2021-06-09 21:00:26+00:00
7,2858,479651388,33575,Khakas,1705,native label,Хоорай тiлi,Хоорай тілі,,,anonymous,monolingualtext,,Q33575$51857a6e-44c5-f18d-f33d-6abd49563311,UPDATE,PROPERTY_VALUE,2017-04-28 19:06:16+00:00
7,2858,1420667561,25338,The Little Prince,1476,title,Le Petit Prince,el principito,,,anonymous,monolingualtext,,Q25338$bea22b51-411c-6f28-c25f-535a0e5f5c99,UPDATE,PROPERTY_VALUE,2021-05-14 21:53:13+00:00
7,2858,383829694,410603,butyraldehyde,-1,label,Butyraldehyde,butanal,,,bot,string,,label,UPDATE,PROPERTY_VALUE,2016-10-05 01:16:07+00:00
7,2858,383961149,47118,1-decanol,-1,label,1-decanol,decan-1-ol,,,bot,string,,label,UPDATE,PROPERTY_VALUE,2016-10-05 13:43:49+00:00
7,2858,1951659673,208303,Xanthi Prefecture,1448,official name,İskeçe,Νομός Ξάνθης,,,human,monolingualtext,,Q208303$FE3DECCB-7BC3-42EA-8C94-135111679EDD,UPDATE,PROPERTY_VALUE,2023-08-11 07:12:10+00:00
7,2858,1644058686,33190,Bugis,-1,label,Buginese,Bugis,,,anonymous,string,,label,UPDATE,PROPERTY_VALUE,2022-05-21 17:10:36+00:00
7,2858,2065912681,379604,Mithun Chakraborty,1559,name in native language,मिथुन चक्रवर्ती,মিঠুন চক্রবর্তী,,,human,monolingualtext,,Q379604$297ff8d0-4cf8-03c3-9604-db2a72d7b30e,UPDATE,PROPERTY_VALUE,2024-01-31 14:42:43+00:00
7,2858,2303975628,60768,Cuba singa futsal,-2,description,national sports team,national malo's,,,anonymous,string,,description,UPDATE,PROPERTY_VALUE,2025-01-29 23:35:38+00:00
7,2858,2233500898,201181,Sarah Wayne Callies,1477,birth name,Sarah Anne Callies,Sarah Wayne Callies,,,anonymous,monolingualtext,,Q201181$75076fbf-443a-3c08-ab3f-44a3754a83da,UPDATE,PROPERTY_VALUE,2024-08-22 03:52:32+00:00
7,2858,1985653561,448078,"Hanako, Princess Hitachi",1477,birth name,Hanako Tsugaru,津軽華子,,,human,monolingualtext,,Q448078$b022ac17-49d9-6b14-a19e-d3f61b572469,UPDATE,PROPERTY_VALUE,2023-10-02 21:36:04+00:00
7,2858,2108998578,40585,30 Seconds to Mars,-1,label,Thirty Seconds to Mars,30 Seconds to Mars,,,human,string,,label,UPDATE,PROPERTY_VALUE,2024-03-23 07:38:52+00:00
7,2858,2292361398,355751,Marie-Antoine Carême,-2,description,Italian chef,French chef,,,human,string,,description,UPDATE,PROPERTY_VALUE,2024-12-28 23:15:48+00:00
