cluster_id,cluster_size,revision_id,entity_id,entity_label,property_id,property_label,old_value,new_value,old_value_label,new_value_label,user_type,datatype,change_target,value_id,action,target,timestamp
4,11,525661279,161281,Brithenig,1394,,no value,novalue,,,human,unknown-values,,Q161281$8f1310bf-48ae-f7d3-d23e-1438061fdfed,UPDATE,PROPERTY_VALUE,2017-07-25 17:54:21+00:00
4,11,239300811,9916,Dwight D. Eisenhower,1157,US Congress Bio ID,no value,novalue,,,human,unknown-values,,Q9916$41FC46B7-A6BD-410C-8603-C3A587F769AA,UPDATE,PROPERTY_VALUE,2015-08-08 11:30:16+00:00
4,11,239300653,23685,Jimmy Carter,1157,US Congress Bio ID,no value,novalue,,,human,unknown-values,,Q23685$B2DF4A21-E55A-40A6-B86F-897CF413E86D,UPDATE,PROPERTY_VALUE,2015-08-08 11:28:52+00:00
4,11,239915605,11896,Zachary Taylor,1157,US Congress Bio ID,no value,novalue,,,human,unknown-values,,Q11896$81A7BF8D-4406-4D89-9A61-964A8741E7A6,UPDATE,PROPERTY_VALUE,2015-08-11 04:28:53+00:00
4,11,239301182,35236,Herbert Hoover,1157,US Congress Bio ID,no value,novalue,,,human,unknown-values,,Q35236$58F2F957-BBE1-4912-BD5A-79EEA49DC9F2,UPDATE,PROPERTY_VALUE,2015-08-08 11:33:45+00:00
4,11,239915524,34836,Ulysses S. Grant,1157,US Congress Bio ID,no value,novalue,,,human,unknown-values,,Q34836$96C2BB9A-89A4-4B1C-90BF-0AD5715EA58D,UPDATE,PROPERTY_VALUE,2015-08-11 04:27:28+00:00
4,11,239301003,9960,Ronald Reagan,1157,US Congress Bio ID,no value,novalue,,,human,unknown-values,,Q9960$2EDB9D44-85AD-4A60-A4AC-BA652705A562,UPDATE,PROPERTY_VALUE,2015-08-08 11:32:01+00:00
4,11,239915466,35171,Grover Cleveland,1157,US Congress Bio ID,no value,novalue,,,human,unknown-values,,Q35171$37A8CB8E-4699-4CE7-813E-5E7FD12E2AEC,UPDATE,PROPERTY_VALUE,2015-08-11 04:26:34+00:00
5,152295,1971811159,126954,Norbert Rasch,1695,,A38558774,a0000003855877,,,bot,string,,Q126954$4db4303b-b779-4fdf-bb97-7026da66d0d0,UPDATE,PROPERTY_VALUE,2023-09-10 16:01:22+00:00
5,152295,1971825924,160257,Wanda Landowska,1695,,A17249260,a0000001724926,,,bot,string,,Q160257$8ED49C87-1F1A-418B-9E50-DA16EFCE69B5,UPDATE,PROPERTY_VALUE,2023-09-10 16:27:20+00:00
5,152295,1971811999,128736,John Forbes Nash,1695,,A12760985,a0000001276098,,,bot,string,,Q128736$452167b0-95ee-480d-9d0c-79e87c054071,UPDATE,PROPERTY_VALUE,2023-09-10 16:03:01+00:00
5,152295,2321813792,218730,Floyd Ayité,-2,description,Togolese and French footballer,Togolese-French footballer (born 1988),,,human,string,,description,UPDATE,PROPERTY_VALUE,2025-03-08 19:43:30+00:00
5,152295,768372618,182542,Archives nationales,227,,1086158091,1000286-8,,,human,string,,Q182542$381F5192-2DF4-439F-A41E-6281A01FD637,UPDATE,PROPERTY_VALUE,2018-10-20 09:34:31+00:00
5,152295,2023916100,4030,Duke Ellington,5504,,pe40219484,people/40219484,,,bot,string,,Q4030$8B0CA7E8-47A8-4287-84B7-2FD823696A04,UPDATE,PROPERTY_VALUE,2023-12-04 13:29:25+00:00
5,152295,1971868356,233203,Princess Louise of Prussia,1695,,A33741396,a0000003374139,,,bot,string,,Q233203$cbee5faa-a742-49f1-8a54-9618916499a7,UPDATE,PROPERTY_VALUE,2023-09-10 17:44:24+00:00
5,152295,1795732846,274806,Lesneven,856,official website,http://www.lesneven.bzh,https://www.lesneven.bzh,,,human,string,,Q274806$CC33308D-BF5E-48D7-961A-844F5DFB1729,UPDATE,PROPERTY_VALUE,2022-12-25 16:57:10+00:00
5,152295,1971923570,321338,Peter Ablinger,1695,,A23813271,a0000002381327,,,bot,string,,Q321338$d974400a-3be8-4069-9a66-0ff88f517cee,UPDATE,PROPERTY_VALUE,2023-09-10 19:22:42+00:00
5,152295,1971711404,60351,Sebastian Brant,1695,,A11820925,a0000001182092,,,bot,string,,Q60351$45a38fec-cc75-4a38-ae6f-52221d015bcc,UPDATE,PROPERTY_VALUE,2023-09-10 12:52:37+00:00
5,152295,83296064,88078,Inge Merkel,214,VIAF cluster ID,14783682,98052346,,,bot,string,,q88078$82E60D0A-9EAD-4F4F-A426-6E4B5F2FA43D,UPDATE,PROPERTY_VALUE,2013-11-02 16:56:41+00:00
5,152295,1871340582,243143,Palombara Sabina,856,official website,http://www.perledipalombara.it/,https://comune.palombarasabina.rm.it/,,,human,string,,Q243143$70781BF0-198D-4042-B65F-68D15A656F0E,UPDATE,PROPERTY_VALUE,2023-04-09 13:31:35+00:00
5,152295,1336967126,454166,Véronique De Keyser,214,VIAF cluster ID,54149698,280146461,,,bot,string,,q454166$E97032F9-7164-4D9F-85FA-84AE3F7F49BB,UPDATE,PROPERTY_VALUE,2021-01-08 04:09:40+00:00
5,152295,2022585448,332348,Wall Street,6058,,film/wd/10731,film/Wall_Street/10731,,,human,string,,Q332348$528d35c4-467a-6a6f-029d-1cd39792c987,UPDATE,PROPERTY_VALUE,2023-12-02 23:29:45+00:00
5,152295,871256112,229002,Alizé Cornet,564,singles record,415–334,417–336,,,human,string,,q229002$3D99AFD3-4F80-4900-8362-21AA96C504B6,UPDATE,PROPERTY_VALUE,2019-03-01 16:25:41+00:00
6,102028,436240353,26533,martens,-2,description,"slender, agile animals, adapted to living in taigas",genus of mammals,,,human,string,,description,UPDATE,PROPERTY_VALUE,2017-01-26 06:46:14+00:00
6,102028,1584413755,206073,Premier League,2013,Facebook username,fplua,upl.ua.official,,,human,string,,Q206073$F84AD649-595B-40F0-A45E-6AEE774288C3,UPDATE,PROPERTY_VALUE,2022-02-28 11:13:57+00:00
6,102028,1277345423,55098,Fontvieille,242,,Quartièrs de Mónegue 2013.png,Fontvieille in Monaco.svg,,,human,string,,Q55098$E16EF715-5F2B-4EC5-AF27-875F4108BBC5,UPDATE,PROPERTY_VALUE,2020-09-14 21:15:15+00:00
6,102028,2059646740,388436,Israel Gutman,-2,description,"Israel historian, survivor of the Holocaust",Polish-born Israeli histoiran and Holocaust survivor (1923-2013),,,human,string,,description,UPDATE,PROPERTY_VALUE,2024-01-22 12:49:16+00:00
6,102028,264671877,95788,Marga von Etzdorf,-2,description,human,german aviator,,,bot,string,,description,UPDATE,PROPERTY_VALUE,2015-10-30 08:54:34+00:00
6,102028,2013792097,174071,Fédération Internationale du Sport Automobile,-2,description,organization,former international sport governing body for motorsport,,,human,string,,description,UPDATE,PROPERTY_VALUE,2023-11-19 01:20:10+00:00
6,102028,1583891899,1015,Koper,18,image,View of Koper from Zusterna.JPG,Koper I - At the Coast (32206671028).jpg,,,human,string,,q1015$40D59F13-C0C5-4C90-94D9-CD24D057FB57,UPDATE,PROPERTY_VALUE,2022-02-27 13:01:47+00:00
6,102028,1939923411,157133,Conrad III of Germany,-2,description,king of Germany,Hohenstaufen dynasty king (r. 1138–1152),,,human,string,,description,UPDATE,PROPERTY_VALUE,2023-07-25 00:26:05+00:00
6,102028,2346432533,52624,Noepoli,18,image,Noepoli dall’alto (cropped).jpg,Noepoli dal belvedere.jpg,,,human,string,,Q52624$6912FC79-990B-42CC-AA8C-AA1A7E5A9428,UPDATE,PROPERTY_VALUE,2025-05-09 09:08:33+00:00
6,102028,264677102,104432,Johann Daniel Schade,-2,description,human,german architect,,,bot,string,,description,UPDATE,PROPERTY_VALUE,2015-10-30 08:57:07+00:00
6,102028,714645124,291279,South Caribbean Coast Autonomous Region,-1,label,Región Autónoma del Atlántico Sur,South Caribbean Coast Autonomous Region,,,human,string,,label,UPDATE,PROPERTY_VALUE,2018-07-23 16:48:39+00:00
6,102028,2160932193,334502,Bar Kokhba revolt,-2,description,132 conflict in the Roman Empire,Jewish rebellion against Roman rule (132–136 CE),,,human,string,,description,UPDATE,PROPERTY_VALUE,2024-05-21 15:29:22+00:00
6,102028,819655913,18557,Opeth,18,image,OpethPostShow.JPG,Opeth @ Rock Hard Festival 2017 201.jpg,,,human,string,,q18557$ca63abcc-4669-59fa-15f3-95416dd3507b,UPDATE,PROPERTY_VALUE,2018-12-25 09:16:53+00:00
6,102028,626674990,466683,Chyna,18,image,"Laurer, Joanie (2007).jpg",Chyna at Slim-Fast Fashion Show 1.jpg,,,human,string,,Q466683$1BF7BEB5-B112-43FA-B137-798A86FA0E2F,UPDATE,PROPERTY_VALUE,2018-02-04 19:11:44+00:00
6,102028,2180911138,134207,Bambiraptor,18,image,Bambiraptor 4.1.jpg,Dans l'ombre des dinosaures - Bambiraptor jeune - 04.jpg,,,human,string,,Q134207$E71CEB1F-0916-4E80-8FC1-2E5EB3985E89,UPDATE,PROPERTY_VALUE,2024-06-16 00:15:30+00:00
7,18830,219956668,193941,Semikarakorsk,721,,60251501,60251501000,,,bot,string,,q193941$55281323-48EC-4A2D-AF3D-AD4388F5D4AA,UPDATE,PROPERTY_VALUE,2015-05-27 21:20:46+00:00
7,18830,373801645,425165,hemin,-1,label,hemin,Chlorohemin,,,bot,string,,label,UPDATE,PROPERTY_VALUE,2016-09-06 02:34:51+00:00
7,18830,85578365,1257,Boutros Boutros-Ghali,268,,12173653,121736531,,,bot,string,,q1257$464747E8-FA7B-4FD2-A858-343CC186DB62,UPDATE,PROPERTY_VALUE,2013-11-11 11:47:07+00:00
7,18830,2293951305,17714,Stephen Hawking,6394,,11194376,a11194376,,,bot,string,,q17714$68678772-4576-b2b9-3f39-73020b2becd2,UPDATE,PROPERTY_VALUE,2025-01-02 11:57:29+00:00
7,18830,2293958237,61747,Wilhelm Jordan,6394,,11938420,a11938420,,,bot,string,,q61747$c2a7ec3a-475e-d55d-e18b-603c27c730a2,UPDATE,PROPERTY_VALUE,2025-01-02 12:23:58+00:00
7,18830,70791096,240514,Muscomorpha,18,image,Musca domestica Portrait.jpg,Musca domestica Portrait.jpgPZSL1850PlateAnnulosa19.png,,,human,string,,q240514$29FAA0D5-2E98-4713-B993-89F08F9619FE,UPDATE,PROPERTY_VALUE,2013-09-16 14:33:11+00:00
7,18830,2293972964,170147,Hans Reichenbach,6394,,11987418,a11987418,,,bot,string,,q170147$312439ff-4aae-7b25-f7b8-ffcda5f7ae4e,UPDATE,PROPERTY_VALUE,2025-01-02 13:12:45+00:00
7,18830,541522379,53068,Claudio Monteverdi,3788,BNMM authority ID,35322,000035322,,,bot,string,,Q53068$33150394-8505-4FE9-86AF-EC291A99EF05,UPDATE,PROPERTY_VALUE,2017-08-19 20:45:56+00:00
7,18830,1159260007,361244,Ferenc Bene,535,Find a Grave memorial ID,0053085,20053085,,,human,string,,Q361244$62e8068c-42b9-1803-0657-c13d512c6c5b,UPDATE,PROPERTY_VALUE,2020-04-17 04:46:21+00:00
7,18830,2165572397,160478,Odysseas Elytis,646,Freebase ID,/m/01491d,/m/01491dx,,,anonymous,string,,Q160478$84BA10A0-9CB4-4AD4-99B7-E233790E18AB,UPDATE,PROPERTY_VALUE,2024-05-27 02:42:25+00:00
7,18830,2293982532,311405,Garcilaso de la Vega,6394,,11548502,a11548502,,,bot,string,,q311405$273bc2ea-4e92-0438-9b3e-5cfb014e8f88,UPDATE,PROPERTY_VALUE,2025-01-02 13:53:37+00:00
7,18830,966146216,7461,Gatchina Palace,757,,540-012,540-012a,,,human,string,,Q7461$2c6dfca2-4423-319b-df36-2df9f5e727d6,UPDATE,PROPERTY_VALUE,2019-06-21 10:16:47+00:00
7,18830,6583822,231015,Orianthi,-2,description,"Greek Australian musician, singer-songwriter and guitaris","Greek Australian musician, singer-songwriter and guitarist",,,human,string,,description,UPDATE,PROPERTY_VALUE,2013-02-15 10:48:28+00:00
7,18830,2293989848,459899,Doris Humphrey,6394,,1215460x,a1215460x,,,bot,string,,q459899$227de764-4caf-30fb-e8f2-217fcf4825f2,UPDATE,PROPERTY_VALUE,2025-01-02 14:23:47+00:00
7,18830,1815054246,328700,Gilbert I of Millau,-2,description,1055-,1055-1111,,,anonymous,string,,description,UPDATE,PROPERTY_VALUE,2023-01-19 22:16:20+00:00
8,2853,2317883955,243918,John Dillingeri,-2,description,American bank robber,American bank Roberto,,,anonymous,string,,description,UPDATE,PROPERTY_VALUE,2025-02-27 21:50:55+00:00
8,2853,1438177524,77117,Bertha Benz,1559,,Cäcilie,Berta,,,anonymous,monolingualtext,,Q77117$4AC7CD61-7A5A-4D47-B12B-B313CCA2D3C2,UPDATE,PROPERTY_VALUE,2021-06-09 09:49:28+00:00
