"revision_id","entity_id","entity_label","value_id","change_target","property_id","property_label","old_value","old_value_label","new_value","new_value_label","datatype","action","target","entity_types_31","entity_description","new_value_description","old_value_description","label","entity_types_279"
"1544463188","200031","Numa Pompilius","Q200031$FB6CBF14-27AD-48A4-BA5E-CF852A05E35E","","570","date of death","""-673-01-01T00:00:00Z""",NULL,"""-671-00-00T00:00:00Z""",NULL,"time","UPDATE","PROPERTY_VALUE","human, human whose existence is disputed, legendary figure","legendary second king of Rome, succeeding Romulus",NULL,NULL,"property_value_update",NULL
"1100098936","76267","Miocene","Q76267$43a81036-45d4-036e-67be-ef5bc0c9c944","","582","end time","""+5332000-00-00T00:00:00Z""",NULL,"""-5330000-00-00T00:00:00Z""",NULL,"time","UPDATE","PROPERTY_VALUE","epoch, series","First epoch of the Neogene Period",NULL,NULL,"property_value_update",NULL
"1777995721","377849","Koronas-Foton","q377849$C686C62E-298F-44C9-9D3C-139766C078C1","","619","UTC date of spacecraft launch","""+2009-01-30T00:00:00Z""",NULL,"""+30-00-00T00:00:00Z""",NULL,"time","UPDATE","PROPERTY_VALUE","space telescope","russo Research Satellite",NULL,NULL,"property_value_update",NULL
"1482577924","51374","Stefan-Boltzmann constant","Q51374$333a6d85-4582-e958-f51c-d59dfc9870a7","","1181","numeric value","""+0.00000005670367""",NULL,"""+0.0000000567037441918442945397099673188923087584012297029130368240546173705394816062652332608257185777044688703926026976455142""",NULL,"quantity","UPDATE","PROPERTY_VALUE","physical constant, proportionality","ratio between the radiative power of a black body to the fourth power of its temperature",NULL,NULL,"property_value_update",NULL
"1734855479","5105949","Chris Boyce","description","","-2",NULL,"""British writer""",NULL,"""Scottish science fiction author""",NULL,"string","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"property_value_update",NULL
"377299899","2982766","Julia Lennon","description","","-2",NULL,"""Waitress, Housewife""",NULL,"""mother of English musician John Lennon""",NULL,"string","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"property_value_update",NULL
"1388140363","528450","Stavsjö","Q528450$979EE3BD-DDBF-4746-9EAE-79EE09C6DA35","","1082","population","""+215.5""",NULL,"""+215""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"unrefinement",NULL
"1020155608","245432","5 Fingers","label","","-1","label","""5 Fingers (Austria)""",NULL,"""5 Fingers""",NULL,"string","UPDATE","PROPERTY_VALUE","observation deck","observation deck",NULL,NULL,"unrefinement",NULL
"1037184541","67660190","[SPD2011] 15899","Q67660190$245eadf8-942c-4c6b-836e-289d2cc053ae","","6257","right ascension","""+249.1833""",NULL,"""+249.18333""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"refinement",NULL
"1666634869","111219246","Laishui","description","","-2","description","""A river in Hebei""",NULL,"""river in Hebei""",NULL,"string","UPDATE","PROPERTY_VALUE","river","river in Hebei",NULL,NULL,"re_formatting",NULL
"13517935","2895255","Canales","description","","-2","description","""dismbiguation""",NULL,"""disambiguation""",NULL,"string","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"textual_change",NULL
"1671586832","2792187","Glommen","Q2792187$B2075FF9-F5F5-421C-A3C7-5736D1D588B2","","2046","area","""+180.5""",NULL,"""+180""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"unrefinement",NULL
"1142771302","2796883","Alvik","Q2796883$3A4D8DC7-420B-4A4A-A04A-FF452FF08558","","1082","population","""+300.5""",NULL,"""+300""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"unrefinement",NULL
"1388225202","2794081","Gammelgården","Q2794081$99F7F6F7-9BDA-4B8A-B865-FA8F7F50DA5E","","1082","population","""+279.5""",NULL,"""+279""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"unrefinement",NULL
"665018071","26387279","Hardwired","description","","-2","description","""song by Metallica""",NULL,"""Metallica song""",NULL,"string","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"refinement",NULL
"1010453796","2813416","TX Piscium","Q2813416$c5c37305-083b-4bb0-96c4-0ef952ec8db2","","1215","apparent magnitude","""-0.21""",NULL,"""+0.21""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"re_formatting",NULL
"2176155459","5100045","China Human Rights Organisations","description","","-2","description","""organization""",NULL,"""Organisation""",NULL,"string","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"refinement",NULL
"598981695","3249197","Jerry Lawson","description","","-2","description","""Video game developer""",NULL,"""video game developer""",NULL,"string","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"re_formatting",NULL
"412540470","3549525","Life Form","label","","-1","label","""A Form of life""",NULL,"""Life Form""",NULL,"string","UPDATE","PROPERTY_VALUE","literary work",NULL,NULL,NULL,"refinement",NULL
"1502667565","11679438","Tappisaki Lighthouse","Q11679438$45770C20-D059-424B-A237-71EA6A1AFDBB","","2048","height","""+13""",NULL,"""+13.72""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"refinement",NULL
"1035521000","60224288","ESO 553-33","Q60224288$de83a5fe-9c25-4198-ab21-97a3a05061dd","","6257","right ascension","""+79.7575""",NULL,"""+79.75750""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"refinement",NULL
"406313803","2950373","Tun","Q2950373$05a0dec9-45e5-590f-00d0-c16126502727","","2046","area","""+0.38""",NULL,"""+38""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"property_value_update",NULL
"1042325253","2956523","Falla","Q2956523$8BC3150B-4574-4F5D-8A9B-49DEA0F0C6C4","","2046","area","""+65.5""",NULL,"""+65""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"refinement",NULL
"1691335529","20506393","Lumber Mill","Q20506393$E89528B4-613F-415F-9794-813B04BDF338","","2049","width","""+71.12""",NULL,"""+71.1""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"unrefinement",NULL
"2352222189","104307077","Ballygamboon Upper","label","","-1","label","""Ballygamboone Upper""",NULL,"""Ballygamboon Upper""",NULL,"string","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"textual_change",NULL
"2290588151","11087293","Perla Encinas","description","","-2","description","""Mexican actress""",NULL,"""Mexican actressd""",NULL,"string","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"textual_change",NULL
"620010650","2976265","1999 ASB Classic","description","","-2","description","""tennis tournam,ent""",NULL,"""tennis tournament""",NULL,"string","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"textual_change",NULL
"1671587817","2790726","Källö-Knippla","Q2790726$A86C1B43-0C5B-4DEF-B1E7-9947D9816D83","","2046","area","""+34.5""",NULL,"""+34""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"unrefinement",NULL
"1037134815","67659306","[SPD2011] 15588","Q67659306$4ca42dea-4167-489f-acb3-823f82d94d6c","","6257","right ascension","""+241.7508""",NULL,"""+241.75083""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"refinement",NULL
"270424080","237701","Simenon","label","","-1","label","""Georges Simenon""",NULL,"""Simenon""",NULL,"string","UPDATE","PROPERTY_VALUE","Wikimedia disambiguation page","Wikimedia disambiguation page",NULL,NULL,"unrefinement",NULL
"796902368","11684158","Abraham Receiving the Three Angels","Q11684158$FE3430FF-A84C-48E8-8EA2-265CA000471C","","2048","height","""+236""",NULL,"""+236.2""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"refinement",NULL
"2259773678","466546","Lyudmila Zykina","q466546$3dbe8d87-4315-71e6-ac6b-e74c15a613d2","","6394","ELNET ID","""a11388250""",NULL,"""11388250""",NULL,"string","UPDATE","PROPERTY_VALUE","human","Russian folk singer (1929-2009)",NULL,NULL,"re_formatting",NULL
"205009899","198091","Empress Zhu","label","","-1","label","""Empress Zhu (Jing)""",NULL,"""Empress Zhu""",NULL,"string","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"unrefinement",NULL
"2180985656","111219756","K. P. Tripathi","description","","-2","description","""indian politician from Madhya Pradesh""",NULL,"""Indian politician from Madhya Pradesh""",NULL,"string","UPDATE","PROPERTY_VALUE","human","Indian politician from Madhya Pradesh",NULL,NULL,"re_formatting",NULL
"356869744","241320","Julie Halard-Decugis","Q241320$2228B197-CFBF-4312-A4B2-26050713B55A","","2067","mass","""+56.6""",NULL,"""+56.60""",NULL,"quantity","UPDATE","PROPERTY_VALUE","human","French tennis player",NULL,NULL,"refinement",NULL
"958361840","20561384","Boknafjellet","Q20561384$41d6f086-4a36-44c5-a31c-cfeab5ad77be","","2660","topographic prominence","""+293.4""",NULL,"""+293""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"unrefinement",NULL
"1428393579","40197","Lillian Moller Gilbreth","q40197$F51E01CF-D2AC-4C7C-9A7A-0016AC2374A8","","569","date of birth","""+1878-05-17T00:00:00Z""",NULL,"""+1567-05-17T00:00:00Z""",NULL,"time","UPDATE","PROPERTY_VALUE","human","American psychologist and industrial engineer (1878–1972)",NULL,NULL,"property_value_update",NULL
"1501226773","99884647","Dorothy Waldegrave","description","","-2",NULL,"""-""",NULL,"""(est. 9 Mar 1529 - before 19 May 1597)""",NULL,"string","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"property_value_update",NULL
"503596428","30339237","Éric Pauget","label","","-1","label","""Eric Pauget""",NULL,"""Éric Pauget""",NULL,"string","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"textual_change",NULL
"1165524989","2976561","game classification","description","","-2","description","""tyoe of classification""",NULL,"""type of classification""",NULL,"string","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"textual_change",NULL
"1845450575","115103052","Navid Abdolmaleki","Q115103052$ca99f75f-473c-b09d-8ea1-1f96f3680d0c","","2048","height","""+187.96""",NULL,"""+187""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"unrefinement",NULL
"994927373","430293","The Resurrection","q430293$da663205-40b0-8f19-4e88-458454efcef6","","571","inception","""+1463-01-01T00:00:00Z""",NULL,"""+1463-00-00T00:00:00Z""",NULL,"time","UPDATE","PROPERTY_VALUE","fresco","fresco by Piero della Francesca",NULL,NULL,"re_formatting",NULL
"821128033","318890","Trams in Ulm","Q318890$098a4ef6-4994-8afc-4e98-1ccc604256bb","","2043","length","""+19""",NULL,"""+19.1""",NULL,"quantity","UPDATE","PROPERTY_VALUE","tram system","tram system",NULL,NULL,"refinement",NULL
"1307321831","101906019","Nouvelles Galeries Building","Q101906019$0a73acd0-4c59-8864-b835-1739e2c38bbe","","1101","floors above ground","""+4""",NULL,"""+5""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"property_value_update",NULL
"1479386736","7280","Emperor He of Han","Q7280$49383EDE-1D5D-4CE9-A4F3-DDC405CFF7E3","","569","date of birth","""+79-01-01T00:00:00Z""",NULL,"""+79-00-00T00:00:00Z""",NULL,"time","UPDATE","PROPERTY_VALUE","human","emperor of the Han Dynasty",NULL,NULL,"re_formatting",NULL
"677489961","528594","Tielenhemme","Q528594$5774D93C-6A82-43FD-A426-E118EDC8A6D8","","2046","area","""+12.71000000000000085265128291212022304534912109375""",NULL,"""+12.71""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"unrefinement",NULL
"2038284346","86226","Emil Mazuw","Q86226$4EAD4398-36EB-40BE-A017-45EF4C4E368D","","213","ISNI","""0000 0000 1721 8242""",NULL,"""0000000017218242""",NULL,"string","UPDATE","PROPERTY_VALUE","human","German general (1900-1987)",NULL,NULL,"re_formatting",NULL
"1411410925","133783","Heather Bleasdale","Q133783$B3748B63-B8AC-4C31-BB1C-46AF2A324F88","","569","date of birth","""+1953-01-01T00:00:00Z""",NULL,"""+2000-00-00T00:00:00Z""",NULL,"time","UPDATE","PROPERTY_VALUE","human","British actress",NULL,NULL,"property_value_update",NULL
"820574190","312913","Suintila","Q312913$D03452BE-9CF8-4179-B89F-357F4AE1DAED","","570","date of death","""+634-01-01T00:00:00Z""",NULL,"""+634-00-00T00:00:00Z""",NULL,"time","UPDATE","PROPERTY_VALUE","human","Visigoth king",NULL,NULL,"re_formatting",NULL
"1037127995","67659802","[SPD2011] 15763","Q67659802$ce74e60d-98b4-4fb1-8456-0f94c79e3851","","6257","right ascension","""+208.2579""",NULL,"""+208.25792""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"refinement",NULL
"1035514084","60224254","ESO 553-16","Q60224254$d5dd2987-552e-4227-9d10-fdb81daf2832","","6257","right ascension","""+77.7750""",NULL,"""+77.77500""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"refinement",NULL
"677491951","528238","Waldstetten","Q528238$B63D31C1-8D0B-4E0F-A3AF-C46960D59ACD","","2046","area","""+11.1300000000000007815970093361102044582366943359375""",NULL,"""+11.13""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"unrefinement",NULL
"1271544511","32458162","Lúcio Kowarick","Q32458162$552afe35-428d-a890-2d05-ddce49c66e9c","","569","date of birth","""+1938-00-00T00:00:00Z""",NULL,"""+1938-02-11T00:00:00Z""",NULL,"time","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"refinement",NULL
"2306841041","111219120","Duankou","description","","-2","description","""A mountain in Laishui County""",NULL,"""mountain in Laishui County""",NULL,"string","UPDATE","PROPERTY_VALUE","mountain","mountain in Laishui County",NULL,NULL,"re_formatting",NULL
"408637126","245145","Zwyssig","label","","-1","label","""Zwyssig (surname)""",NULL,"""Zwyssig""",NULL,"string","UPDATE","PROPERTY_VALUE","family name","family name",NULL,NULL,"unrefinement",NULL
"1981334871","200198","Coat of arms of Vatican City","description","","-2","description","""coat of arms of Vatican City""",NULL,"""coat of arms""",NULL,"string","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"unrefinement",NULL
"466603532","25917120","The old Parish Church, Flint, in 1800","Q25917120$4782D0A6-A819-486C-8D89-46EE90F6AFD6","","571","inception","""+1801-01-17T00:00:00Z""",NULL,"""+1801-00-00T00:00:00Z""",NULL,"time","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"unrefinement",NULL
"141871873","238110","Joe FM","label","","-1","label","""Joe FM (Belgium)""",NULL,"""Joe FM""",NULL,"string","UPDATE","PROPERTY_VALUE","radio station","Belgian pop radio station",NULL,NULL,"unrefinement",NULL
"2263850616","17328206","The Noite com Danilo Gentili","Q17328206$73e48e1d-467e-a8ee-bf04-310887467cd7","","2437","number of seasons","""+7""",NULL,"""+11""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"property_value_update",NULL
"605957088","130582","China men's national football team","Q130582$2B85F992-74D0-4656-8265-3E6EABA84B98","","1352","ranking","""+24904""",NULL,"""+88""",NULL,"quantity","UPDATE","PROPERTY_VALUE","men's national association football team","men's national association football team representing the People's Republic of China",NULL,NULL,"property_value_update",NULL
"670798729","176455","Melanie Griffith","Q176455$7A38198D-394E-492D-B6A0-9D88764D9802","","569","date of birth","""+1958-08-09T00:00:00Z""",NULL,"""+1957-08-09T00:00:00Z""",NULL,"time","UPDATE","PROPERTY_VALUE","human","American actress",NULL,NULL,"property_value_update",NULL
"430142679","17333403","Yamna","Q17333403$84897C84-6CBC-45DE-B34C-003EBFB63EB5","","2043","length","""+156""",NULL,"""+15.6""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"property_value_update",NULL
"1166287188","392310","LASK Linz","Q392310$E3558660-6CBC-4543-BC46-C605B6838892","","571","inception","""+1908-08-07T00:00:00Z""",NULL,"""+1899-08-07T00:00:00Z""",NULL,"time","UPDATE","PROPERTY_VALUE","association football club","association football club in Austria",NULL,NULL,"property_value_update",NULL
"1037086656","67658855","[SPD2011] 15411","Q67658855$797bc34c-9b66-43ea-9bfb-894a514e667b","","6257","right ascension","""+158.6258""",NULL,"""+158.62583""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"refinement",NULL
"718633237","19875057","2015 Leeds City Council election","Q19875057$333EAEB5-9967-4AA1-8F77-2573BB0EC04B","","585","point in time","""+2015-00-00T00:00:00Z""",NULL,"""+2015-05-07T00:00:00Z""",NULL,"time","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"refinement",NULL
"2153866685","156539","Highlander","Q156539$60abfc87-42d0-728e-c1bb-a06b5f831030","","577","publication date","""+1986-08-29T00:00:00Z""",NULL,"""+1986-03-07T00:00:00Z""",NULL,"time","UPDATE","PROPERTY_VALUE","film","1986 film by Russell Mulcahy",NULL,NULL,"property_value_update",NULL
"510956404","30348676","Concrete and Gold","description","","-2","description","""album by Foo Fighters""",NULL,"""Foo Fighters album""",NULL,"string","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"refinement",NULL
"1035345808","60224307","CGCG 307-010","Q60224307$7e5930a1-29c8-4b85-afa2-4e7d8efafc90","","6257","right ascension","""+80.203408""",NULL,"""+80.2034083""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"refinement",NULL
"1778147422","46145576","Ephrem Engidawork","description","","-2",NULL,"""researcher""",NULL,"""Ethiopian pharmacologist""",NULL,"string","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"property_value_update",NULL
"2071184901","37108974","Marius Storvik","Q37108974$99af4d1e-48a9-38b9-7e00-572299ba9d67","","569","date of birth","""+1977-12-05T00:00:00Z""",NULL,"""+1977-00-00T00:00:00Z""",NULL,"time","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"unrefinement",NULL
"1844072744","279145","Reg White","Q279145$2a1a2654-4fbc-a774-a7d6-43373017780c","","1344","participant in","""Q7400280""","sailing at the 1976 Summer Olympics – Tornado","""Q8444""","1976 Summer Olympics","wikibase-entityid","UPDATE","PROPERTY_VALUE","human","Sailor and boat builder (1935–2010)","Games of the XXI Olympiad, in Montréal, Canada","Sailing at the Olympics","unrefinement",NULL
"1037064111","67660357","[SPD2011] 1597","Q67660357$840da6f4-7fc4-45e5-9626-7fc780047c61","","6257","right ascension","""+241.2883""",NULL,"""+241.28833""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"refinement",NULL
"1925914799","367016","Realdo Colombo","q367016$6850D5E4-7D6C-4742-969F-6F9E435C0EC7","","569","date of birth","""+1516-01-01T00:00:00Z""",NULL,"""+1516-00-00T00:00:00Z""",NULL,"time","UPDATE","PROPERTY_VALUE","human","Italian physician",NULL,NULL,"re_formatting",NULL
"1479447987","3263096","Louis Sauvat","Q3263096$FE39BEEA-0393-4F23-82D1-A1D2713F80A4","","570","date of death","""+1978-00-00T00:00:00Z""",NULL,"""+1978-09-01T00:00:00Z""",NULL,"time","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"refinement",NULL
"1010213968","589317","R Leonis","Q589317$6adafb52-a4b0-4c49-9048-06405cae90f7","","1215","apparent magnitude","""-2.51""",NULL,"""+2.51""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"re_formatting",NULL
"1258229604","5106971","Chris Isaak discography","description","","-2",NULL,"""Musical recordings by Chris Isaak.""",NULL,"""artist discography""",NULL,"string","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"unrefinement",NULL
"1239681887","47509669","Methuselah Mouse Prize","description","","-2","description","""price""",NULL,"""prize""",NULL,"string","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"textual_change",NULL
"1037161300","67658434","[SPD2011] 15248","Q67658434$73e6b3c5-465e-4615-bcc5-8299524cb9d9","","6257","right ascension","""+144.4275""",NULL,"""+144.42750""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"refinement",NULL
"1036139344","15939430","71 Pegasi","Q15939430$fb760b93-e6e4-49ee-bed1-febec5abcef4","","1215","apparent magnitude","""+0.585""",NULL,"""-0.585""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"re_formatting",NULL
"2072814477","266684","György Ekrem-Kemál","Q266684$FDE145F3-D01B-4F0E-97DB-7CA03AB3FD25","","569","date of birth","""+1946-01-01T00:00:00Z""",NULL,"""+1946-06-29T00:00:00Z""",NULL,"time","UPDATE","PROPERTY_VALUE","human","Hungarian political activist (1946-2009)",NULL,NULL,"refinement",NULL
"2284413356","93894","ASRock","Q93894$BDEC011C-28EC-46BE-8A82-9E0336F7833B","","571","inception","""+2002-01-01T00:00:00Z""",NULL,"""+2002-05-10T00:00:00Z""",NULL,"time","UPDATE","PROPERTY_VALUE","brand, business, enterprise, technology company","Taiwanese electronics manufacturer",NULL,NULL,"refinement",NULL
"119299735","313224","Baasha","label","","-1","label","""Baasha of Israel""",NULL,"""Baasha""",NULL,"string","UPDATE","PROPERTY_VALUE","human","Third King of Israel (1 Kings 16)",NULL,NULL,"unrefinement",NULL
"618126024","187159","Jordi Alba","label","","-1","label","""Jordi Alba""",NULL,"""Jorge Alba""",NULL,"string","UPDATE","PROPERTY_VALUE","human","Spanish association football player",NULL,NULL,"textual_change",NULL
"528869956","161054","Ivan Perišić","Q161054$9AB3AACB-26E9-493A-8F46-EF17887F5448","","569","date of birth","""+1989-02-02T00:00:00Z""",NULL,"""+1999-08-27T00:00:00Z""",NULL,"time","UPDATE","PROPERTY_VALUE","human","Croatian association football player",NULL,NULL,"property_value_update",NULL
"1022427230","19869131","Oscorp","description","","-2",NULL,"""oscorp""",NULL,"""Fictional corporation""",NULL,"string","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"property_value_update",NULL
"1819435938","11678849","Kurobegawa No.4 Power Station","Q11678849$27A20943-83D4-4EF1-872B-980632DB5E1E","","2109","nominal power output","""+335""",NULL,"""+337""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"property_value_update",NULL
"782534683","35591","Tigris","Q35591$00ED0258-EB59-4D69-9BE0-AB4B402894AD","","974","tributary","""Q16372048""","Botan River","""Q894622""","Botan River","wikibase-entityid","UPDATE","PROPERTY_VALUE","river","river flowing from Turkey through Iraq and Syria","river in Turkey","river in Turkey","link_change",NULL
"1314371361","19859219","Adrien Louis Bruneau","description","","-2","description","""French painter and watercolourist""",NULL,"""French painter and watercolorist""",NULL,"string","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"refinement",NULL
"1042281701","2790005","Björna","Q2790005$D147A7F1-959E-414C-9CAC-26124AC80367","","1082","population","""+396.5""",NULL,"""+396""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"unrefinement",NULL
"1569271099","101936512","Wonder of the Seas","Q101936512$2dd7b006-4d7e-3aba-3589-bea4362d0835","","2261","beam","""+66""",NULL,"""+210""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"property_value_update",NULL
"2291589792","50527563","Lil Baby","Q50527563$54f362ff-4f78-528f-eaf4-2f44ac0ad375","","2048","height","""+173.1""",NULL,"""+173""",NULL,"quantity","UPDATE","PROPERTY_VALUE",NULL,NULL,NULL,NULL,"unrefinement",NULL
"1632032348","426323","Frank Finn","Q426323$9895E8EF-1C3C-46F1-ADFF-DE7194FAF9CC","","569","date of birth","""+1868-01-01T00:00:00Z""",NULL,"""+1868-00-00T00:00:00Z""",NULL,"time","UPDATE","PROPERTY_VALUE","human","English ornithologist",NULL,NULL,"re_formatting",NULL
