"anchor_revision_id","revision_id","entity_id","entity_label","value_id","property_id","change_target","property_label","old_value","old_value_label","new_value","new_value_label","datatype","new_hash","old_hash","revision_rank","timestamp","comment","label","username","user_id","action"
"6271","197153863","2","Earth","description",-2,"","description","""third planet closest to the Sun in the Solar System 1111""",NULL,"""third planet closest to the Sun in the Solar System""",NULL,"string","","","1","2015-02-16 08:12:19+00","/* wbsetdescription-set:1|en */ third planet closest to the Sun in the Solar System","","","","UPDATE"
"9896714","93244775","76","Barack Obama","label",-1,"","label","""Barack Obama""",NULL,"""Barack Obama President""",NULL,"string","","","1","2013-12-13 15:36:32+00","/* wbsetlabel-set:1|en */Barack Obama President","","","","UPDATE"
"6271","198684952","2","Earth","description",-2,"","description","""third planet closest to the Sun in the Solar System""",NULL,"""third planet closest to the Sun in the futuristic Solar System""",NULL,"string","","","1","2015-02-21 22:24:17+00","/* wbsetdescription-set:1|en */ third planet closest to the Sun in the futuristic Solar System","","","","UPDATE"
"6271","198718356","2","Earth","description",-2,"","description","""third planet closest to the Sun in the futuristic Solar System""",NULL,"""third planet closest to the Sun in the Solar System""",NULL,"string","","","1","2015-02-22 00:13:36+00","Undid revision 198684952 by [[Special:Contributions/2601:D:5500:C1E:D9D6:B702:8BB9:66F0|2601:D:5500:C1E:D9D6:B702:8BB9:66F0]] ([[User talk:2601:D:5500:C1E:D9D6:B702:8BB9:66F0|talk]])","","AlphaRho","46732","UPDATE"
"6271","199498345","2","Earth","description",-2,"","description","""third planet closest to the Sun in the Solar System""",NULL,"""20th planet closest to the Sun in the Solar System""",NULL,"string","","","1","2015-02-25 13:42:25+00","/* wbsetdescription-set:1|en */ 20th planet closest to the Sun in the Solar System","","","","UPDATE"
"6271","199498725","2","Earth","description",-2,"","description","""20th planet closest to the Sun in the Solar System""",NULL,"""third planet closest to the Sun in the Solar System""",NULL,"string","","","1","2015-02-25 13:45:44+00","Reverted edits by [[Special:Contributions/72.10.127.226|72.10.127.226]] ([[User talk:72.10.127.226|talk]]) to last revision by [[User:Dexbot|Dexbot]]","","Haplology","20423","UPDATE"
"6271","199499293","2","Earth","description",-2,"","description","""third planet closest to the Sun in the Solar System""",NULL,"""290000 planet closest to the Sun in the Solar System""",NULL,"string","","","1","2015-02-25 13:51:29+00","/* wbsetdescription-set:1|en */ 290000 planet closest to the Sun in the Solar System","","","","UPDATE"
"6271","199499465","2","Earth","description",-2,"","description","""290000 planet closest to the Sun in the Solar System""",NULL,"""thir planet closest to the Sun in the Solar System""",NULL,"string","","","1","2015-02-25 13:53:13+00","/* wbsetdescription-set:1|en */ thir planet closest to the Sun in the Solar System","","","","UPDATE"
"6271","199499477","2","Earth","description",-2,"","description","""thir planet closest to the Sun in the Solar System""",NULL,"""third planet closest to the Sun in the Solar System""",NULL,"string","","","1","2015-02-25 13:53:20+00","/* wbsetdescription-set:1|en */ third planet closest to the Sun in the Solar System","","","","UPDATE"
"6271","201117528","2","Earth","description",-2,"","description","""third planet closest to the Sun in the Solar System""",NULL,"""Third planet closest to the Sun in the Solar System""",NULL,"string","","","1","2015-03-04 16:38:19+00","/* wbsetdescription-set:1|en */ Third planet closest to the Sun in the Solar System","","Federico Peinado","1337740","UPDATE"
"6271","201186745","2","Earth","description",-2,"","description","""Third planet closest to the Sun in the Solar System""",NULL,"""third planet closest to the Sun in the Solar System""",NULL,"string","","","1","2015-03-05 08:31:22+00","/* wbeditentity-update:0| */ LabelLister V3 (beta) -  : label(edit[be(-8)]), desc(new[be], edit[en(0), nb(-4), es(0), hu(-2), da(-15), ro(-2), el(-2), pt-br(-2)])","","Infovarius","8831","UPDATE"
"6271","204760503","2","Earth","description",-2,"","description","""third planet closest to the Sun in the Solar System""",NULL,"""the third planet closest to the Sun in the Solar System""",NULL,"string","","","1","2015-03-18 13:10:00+00","/* wbsetdescription-set:1|en */ the third planet closest to the Sun in the Solar System","","","","UPDATE"
"6271","204778618","2","Earth","description",-2,"","description","""the third planet closest to the Sun in the Solar System""",NULL,"""third planet closest to the Sun in the Solar System""",NULL,"string","","","1","2015-03-18 16:21:32+00","Restored revision 204654814 by [[Special:Contributions/213.60.46.40|213.60.46.40]]","","Infovarius","8831","UPDATE"
"6271","221162910","2","Earth","description",-2,"","description","""third planet closest to the Sun in the Solar System""",NULL,"""The third planet from the Sun in the Solar System""",NULL,"string","","","1","2015-06-04 19:29:32+00","/* wbsetdescription-set:1|en */ The third planet from the Sun in the Solar System","","","","UPDATE"
"6271","221181229","2","Earth","description",-2,"","description","""The third planet from the Sun in the Solar System""",NULL,"""third planet closest to the Sun in the Solar System""",NULL,"string","","","1","2015-06-04 23:46:16+00","Undid revision 221162910 by [[Special:Contributions/71.41.136.212|71.41.136.212]] ([[User talk:71.41.136.212|talk]])","","Nikki","201849","UPDATE"
"6271","245552489","2","Earth","description",-2,"","description","""third planet closest to the Sun in the Solar System""",NULL,"""Third planet closest to the Sun in the Solar System""",NULL,"string","","","1","2015-08-26 04:14:32+00","/* wbsetdescription-set:1|en */ Third planet closest to the Sun in the Solar System","","","","UPDATE"
"6271","245560515","2","Earth","description",-2,"","description","""Third planet closest to the Sun in the Solar System""",NULL,"""third planet closest to the Sun in the Solar System""",NULL,"string","","","1","2015-08-26 05:40:16+00","Undid revision 245552489 by [[Special:Contributions/122.183.243.98|122.183.243.98]] ([[User talk:122.183.243.98|talk]])","","Hazard-SJ","5556","UPDATE"
"6271","261316498","2","Earth","description",-2,"","description","""third planet closest to the Sun in the Solar System""",NULL,"""third plan et closest to the Sun in the Solar System""",NULL,"string","","","1","2015-10-23 05:04:39+00","/* wbsetdescription-set:1|en */ third plan et closest to the Sun in the Solar System","","","","UPDATE"
"6271","261457223","2","Earth","description",-2,"","description","""third plan et closest to the Sun in the Solar System""",NULL,"""third planet closest to the Sun in the Solar System""",NULL,"string","","","1","2015-10-23 13:29:23+00","Undid revision 261316498 by [[Special:Contributions/98.225.253.232|98.225.253.232]] ([[User talk:98.225.253.232|talk]])","","Tobias1984","39869","UPDATE"
"6271","269286473","2","Earth","description",-2,"","description","""third planet closest to the Sun in the Solar System""",NULL,"""closest to the Sun in the Solar System""",NULL,"string","","","1","2015-11-06 18:01:47+00","/* wbsetdescription-set:1|en */ closest to the Sun in the Solar System","","Danial.zaman1234","2439388","UPDATE"
"6271","269294506","2","Earth","description",-2,"","description","""closest to the Sun in the Solar System""",NULL,"""third planet closest to the Sun in the Solar System""",NULL,"string","","","1","2015-11-06 18:22:45+00","Reverted edits by [[Special:Contributions/Danial.zaman1234|Danial.zaman1234]] ([[User talk:Danial.zaman1234|talk]]) to last revision by [[User:91.200.183.244|91.200.183.244]]","","Succu","109099","UPDATE"
"6271","311212527","2","Earth","description",-2,"","description","""third planet closest to the Sun in the Solar System""",NULL,"""The third planet closest to the Sun in the Solar System""",NULL,"string","","","1","2016-03-08 21:33:37+00","/* wbsetdescription-set:1|en */ The third planet closest to the Sun in the Solar System","","","","UPDATE"
"6271","311213443","2","Earth","description",-2,"","description","""The third planet closest to the Sun in the Solar System""",NULL,"""The third planet closest to the Sun in the Solar System. It is the only planet in the Solar System to support more than one life form.""",NULL,"string","","","1","2016-03-08 21:35:26+00","/* wbsetdescription-set:1|en */ The third planet closest to the Sun in the Solar System. It is the only planet in the Solar System to support more than one life form.","","","","UPDATE"
"10289489","13836044","30","United States","q30$49633849-8683-4BC4-99D3-CF83AD6DB2C6",35,"","head of state","""Q76""","President Obama","{}",NULL,NULL,"","254014bfd561e5cadb2fb06eff1ff1b9a3ae7089","1","2013-03-20 22:46:17+00","","","","","DELETE"
"6271","311214626","2","Earth","description",-2,"","description","""The third planet closest to the Sun in the Solar System. It is the only planet in the Solar System to support more than one life form.""",NULL,"""The third planet closest to the Sun in the Solar System. It is the only planet in the Solar System to support more than one life form. It has blue oceans, which are polluted.""",NULL,"string","","","1","2016-03-08 21:37:42+00","/* wbsetdescription-set:1|en */ The third planet closest to the Sun in the Solar System. It is the only planet in the Solar System to support more than one life form. It has blue oceans, which are polluted.","","","","UPDATE"
"6271","311223418","2","Earth","description",-2,"","description","""The third planet closest to the Sun in the Solar System. It is the only planet in the Solar System to support more than one life form. It has blue oceans, which are polluted.""",NULL,"""The third planet closest to the Sun in the Solar System""",NULL,"string","","","1","2016-03-08 21:54:41+00","Undid revision 311214626 by [[Special:Contributions/210.55.200.175|210.55.200.175]] ([[User talk:210.55.200.175|talk]])","","Do not follow","1385819","UPDATE"
"6271","311223791","2","Earth","description",-2,"","description","""The third planet closest to the Sun in the Solar System""",NULL,"""third planet closest to the Sun in the Solar System""",NULL,"string","","","1","2016-03-08 21:55:25+00","Undid revision 311223418 by [[Special:Contributions/Do not follow|Do not follow]] ([[User talk:Do not follow|talk]])","","Do not follow","1385819","UPDATE"
"6271","313116728","2","Earth","description",-2,"","description","""third planet closest to the Sun in the Solar System""",NULL,"""Earth is the third planet closest to the Sun""",NULL,"string","","","1","2016-03-16 23:19:07+00","/* wbsetdescription-set:1|en */ Earth is the third planet closest to the Sun","","","","UPDATE"
"6271","313117122","2","Earth","description",-2,"","description","""Earth is the third planet closest to the Sun""",NULL,"""third planet closest to the Sun in the Solar System""",NULL,"string","","","1","2016-03-16 23:26:01+00","Reverted edits by [[Special:Contributions/210.55.200.175|210.55.200.175]] ([[User talk:210.55.200.175|talk]]) to last revision by [[User:Cahyo Ramadhani|Cahyo Ramadhani]]","","Succu","109099","UPDATE"
"6271","316231933","2","Earth","description",-2,"","description","""third planet closest to the Sun in the Solar System""",NULL,"""The Space Equivalent Of Syrian Refugees""",NULL,"string","","","1","2016-03-28 13:37:54+00","/* wbsetlabeldescriptionaliases:3|en */ Communist Russia, The Space Equivalent Of Syrian Refugees, Gaia, ⊕, the world, Earth, Blue Planet","","","","UPDATE"
"6271","316232342","2","Earth","description",-2,"","description","""The Space Equivalent Of Syrian Refugees""",NULL,"""third planet closest to the Sun in the Solar System""",NULL,"string","","","1","2016-03-28 13:39:40+00","Undid revision 316231933 by [[Special:Contributions/216.109.5.102|216.109.5.102]] ([[User talk:216.109.5.102|talk]])","","Succu","109099","UPDATE"
"6271","319433872","2","Earth","description",-2,"","description","""third planet closest to the Sun in the Solar System""",NULL,"{}",NULL,"string","","","1","2016-04-07 02:10:18+00","/* wbsetlabeldescriptionaliases:3|en */","","","","DELETE"
"6271","319437374","2","Earth","description",-2,"","description","{}",NULL,"""third planet closest to the Sun in the Solar System""",NULL,"string","","","1","2016-04-07 02:19:59+00","Reverted edits by [[Special:Contributions/186.77.193.92|186.77.193.92]] ([[User talk:186.77.193.92|talk]]) to last revision by [[User:Avocato|Avocato]]","","Haplology","20423","CREATE"
"6271","325050375","2","Earth","description",-2,"","description","""third planet closest to the Sun in the Solar System""",NULL,"""E""",NULL,"string","","","1","2016-04-25 03:05:00+00","/* wbsetlabeldescriptionaliases:3|en */ S, E, N","","","","UPDATE"
"6271","325050421","2","Earth","description",-2,"","description","""E""",NULL,"""third planet closest to the Sun in the Solar System""",NULL,"string","","","1","2016-04-25 03:06:57+00","Restored revision 324013074 by [[Special:Contributions/Yair rand|Yair rand]]","","Runner1928","603736","UPDATE"
"6271","340575970","2","Earth","description",-2,"","description","""third planet closest to the Sun in the Solar System""",NULL,"""Eighteenth planet closest to Dan Bayliss in Galaxy-2231b""",NULL,"string","","","1","2016-05-27 09:19:32+00","/* wbsetlabeldescriptionaliases:3|en */ Earth, Eighteenth planet closest to Dan Bayliss in Galaxy-2231b, Gaia, ⊕, the world, Blue Planet, RyanSutton","","","","UPDATE"
"6271","340583019","2","Earth","description",-2,"","description","""Eighteenth planet closest to Dan Bayliss in Galaxy-2231b""",NULL,"""third planet closest to the Sun in the Solar System""",NULL,"string","","","1","2016-05-27 10:06:11+00","/* restore:0||340244113|Olsi */","","Succu","109099","UPDATE"
"6271","344894538","2","Earth","description",-2,"","description","""third planet closest to the Sun in the Solar System""",NULL,"""The only planet supporting life supported by Allah lord of the universe""",NULL,"string","","","1","2016-06-08 03:54:38+00","/* wbsetdescription-set:1|en */ The only planet supporting life supported by Allah lord of the universe","","","","UPDATE"
"6271","344911671","2","Earth","description",-2,"","description","""The only planet supporting life supported by Allah lord of the universe""",NULL,"""third planet closest to the Sun in the Solar System""",NULL,"string","","","1","2016-06-08 05:58:02+00","Reverted edits by [[Special:Contributions/104.129.196.49|104.129.196.49]] ([[User talk:104.129.196.49|talk]]) to last revision by [[User:DanmicholoBot|DanmicholoBot]]","","YMS","2496","UPDATE"
"6271","356513008","2","Earth","description",-2,"","description","""third planet closest to the Sun in the Solar System""",NULL,"""Third planet closest to the Sun in the Solar System""",NULL,"string","","","1","2016-07-11 09:21:01+00","/* wbsetdescription-set:1|en */ Third planet closest to the Sun in the Solar System","","Pervini Lesureyya","2722920","UPDATE"
"6271","371315050","2","Earth","description",-2,"","description","""Third planet closest to the Sun in the Solar System""",NULL,"""third planet closest to the Sun in the Solar System""",NULL,"string","","","1","2016-08-30 15:33:48+00","/* wbsetdescription-set:1|en */ third planet closest to the Sun in the Solar System","","J 1982","11377","UPDATE"
"6271","397453091","2","Earth","description",-2,"","description","""third planet closest to the Sun in the Solar System""",NULL,"""Third planet of Solar System""",NULL,"string","","","1","2016-10-28 17:45:19+00","/* wbsetdescription-set:1|en */ Third planet of Solar System","","Pyrusca","2721677","UPDATE"
"6271","399990000","2","Earth","description",-2,"","description","""Third planet of Solar System""",NULL,"""Third planet of Solar System, so far the only planet to ever support life.""",NULL,"string","","","1","2016-11-02 13:29:51+00","/* wbsetdescription-set:1|en */ Third planet of Solar System, so far the only planet to ever support life.","","Omega-5","2758656","UPDATE"
"6271","399991163","2","Earth","description",-2,"","description","""Third planet of Solar System, so far the only planet to ever support life.""",NULL,"""Third planet of Solar System, so far the only planet to ever support life. It is a mostly bluesy planet and only 25% of it in landmass.""",NULL,"string","","","1","2016-11-02 13:34:05+00","/* wbsetdescription-set:1|en */ Third planet of Solar System, so far the only planet to ever support life. It is a mostly bluesy planet and only 25% of it in landmass.","","Omega-5","2758656","UPDATE"
"6271","772675014","2","Earth","description",-2,"","description","""third planet from the Sun in the Solar System""",NULL,"""twenty-fifth planet from the Sun in the Solar System""",NULL,"string","","","1","2018-10-25 08:20:21+00","/* wbsetdescription-set:1|en */ twenty-fifth planet from the Sun in the Solar System","","","","UPDATE"
"6271","400048354","2","Earth","description",-2,"","description","""Third planet of Solar System, so far the only planet to ever support life. It is a mostly bluesy planet and only 25% of it in landmass.""",NULL,"""Third planet of Solar System, so far the only planet to ever support life. It is a mostly bluesy planet and only 25% of it in landmass. Has only one moon.""",NULL,"string","","","1","2016-11-02 17:12:51+00","/* wbsetdescription-set:1|en */ Third planet of Solar System, so far the only planet to ever support life. It is a mostly bluesy planet and only 25% of it in landmass. Has only one moon.","","Omega-5","2758656","UPDATE"
"6271","400059987","2","Earth","description",-2,"","description","""Third planet of Solar System, so far the only planet to ever support life. It is a mostly bluesy planet and only 25% of it in landmass. Has only one moon.""",NULL,"""Third planet of Solar System, so far the only planet to ever support life. It is a mostly bluesy planet and only 25% of it in landmass. Has only one moon. Home to Humans and the only recorded lifeforms in the universe.""",NULL,"string","","","1","2016-11-02 17:47:15+00","/* wbsetdescription-set:1|en */ Third planet of Solar System, so far the only planet to ever support life. It is a mostly bluesy planet and only 25% of it in landmass. Has only one moon. Home to Humans and the only recorded lifeforms in the universe.","","Omega-5","2758656","UPDATE"
"6271","400396428","2","Earth","description",-2,"","description","""Third planet of Solar System, so far the only planet to ever support life. It is a mostly bluesy planet and only 25% of it in landmass. Has only one moon. Home to Humans and the only recorded lifeforms in the universe.""",NULL,"""third planet of Solar System, so far the only planet to ever support life. It is a mostly bluesy planet and only 25% of it in landmass. Has only one moon. Home to Humans and the only recorded lifeforms in the universe.""",NULL,"string","","","1","2016-11-03 15:00:40+00","/* wbsetdescription-set:1|en */ third planet of Solar System, so far the only planet to ever support life. It is a mostly bluesy planet and only 25% of it in landmass. Has only one moon. Home to Humans and the only recorded lifeforms in the universe.","","J 1982","11377","UPDATE"
"6271","400396470","2","Earth","description",-2,"","description","""third planet of Solar System, so far the only planet to ever support life. It is a mostly bluesy planet and only 25% of it in landmass. Has only one moon. Home to Humans and the only recorded lifeforms in the universe.""",NULL,"""third planet of Solar System as from Sun, so far the only planet to ever support life. It is a mostly bluesy planet and only 25% of it in landmass. Has only one moon. Home to Humans and the only recorded lifeforms in the universe.""",NULL,"string","","","1","2016-11-03 15:00:51+00","/* wbsetdescription-set:1|en */ third planet of Solar System as from Sun, so far the only planet to ever support life. It is a mostly bluesy planet and only 25% of it in landmass. Has only one moon. Home to Humans and the only recorded lifeforms i...","","J 1982","11377","UPDATE"
"6271","400402906","2","Earth","description",-2,"","description","""third planet of Solar System as from Sun, so far the only planet to ever support life. It is a mostly bluesy planet and only 25% of it in landmass. Has only one moon. Home to Humans and the only recorded lifeforms in the universe.""",NULL,"""third planet in the Solar System""",NULL,"string","","","1","2016-11-03 15:22:09+00","/* wbsetdescription-set:1|en */ third planet in the Solar System","","DBrant (WMF)","890729","UPDATE"
"6271","400476779","2","Earth","description",-2,"","description","""third planet in the Solar System""",NULL,"""third planet of Solar System as from Sun""",NULL,"string","","","1","2016-11-03 19:07:01+00","/* wbsetdescription-set:1|en */ third planet of Solar System as from Sun","","J 1982","11377","UPDATE"
"6271","400479052","2","Earth","description",-2,"","description","""third planet of Solar System as from Sun""",NULL,"""third planet in the Solar System""",NULL,"string","","","1","2016-11-03 19:12:46+00","/* restore:0||400402906|DBrant (WMF) */","","Runner1928","603736","UPDATE"
"6271","415240766","2","Earth","description",-2,"","description","""third planet in the Solar System""",NULL,"""third planet in the poo""",NULL,"string","","","1","2016-12-09 23:10:37+00","/* wbsetdescription-set:1|en */ third planet in the poo","","","","UPDATE"
"6271","415263259","2","Earth","description",-2,"","description","""third planet in the poo""",NULL,"""third planet in the Solar System""",NULL,"string","","","1","2016-12-10 01:18:07+00","/* restore:0||415175495|FriedhelmW */ revert to last good state","","BurritoBazooka","100661","UPDATE"
"6271","424521936","2","Earth","description",-2,"","description","""third planet in the Solar System""",NULL,"""third planet in the Solar System were Trump is king""",NULL,"string","","","1","2017-01-05 15:05:40+00","/* wbsetdescription-set:1|en */ third planet in the Solar System were Trump is king","","","","UPDATE"
"6271","424522600","2","Earth","description",-2,"","description","""third planet in the Solar System were Trump is king""",NULL,"""third planet in the Solar System""",NULL,"string","","","1","2017-01-05 15:09:58+00","/* undo:0||424521936|64.251.54.243 */","","Thomas11","631372","UPDATE"
"6271","465013246","2","Earth","description",-2,"","description","""third planet in the Solar System""",NULL,"""the third planet in the Solar System""",NULL,"string","","","1","2017-03-11 17:35:44+00","/* wbsetdescription-set:1|en */ the third planet in the Solar System","","DavRosen","251655","UPDATE"
"6271","473739094","2","Earth","description",-2,"","description","""the third planet in the Solar System""",NULL,"""Ahmed abudabi is living here""",NULL,"string","","","1","2017-04-10 13:07:47+00","/* wbsetdescription-set:1|en */ Ahmed abudabi is living here","","","","UPDATE"
"6271","473745926","2","Earth","description",-2,"","description","""Ahmed abudabi is living here""",NULL,"""the third planet in the Solar System""",NULL,"string","","","1","2017-04-10 13:35:22+00","Reverted edits by [[Special:Contributions/83.57.198.217|83.57.198.217]] ([[User talk:83.57.198.217|talk]]) to last revision by [[User:Reinheitsgebot|Reinheitsgebot]]","","Matěj Suchánek","53613","UPDATE"
"6271","483444080","2","Earth","description",-2,"","description","""the third planet in the Solar System""",NULL,"""lil pump""",NULL,"string","","","1","2017-05-08 18:37:32+00","/* wbsetdescription-set:1|en */ lil pump","","","","UPDATE"
"6271","483444176","2","Earth","description",-2,"","description","""lil pump""",NULL,"""the third planet in the Solar System""",NULL,"string","","","1","2017-05-08 18:37:45+00","Reverted edits by [[Special:Contributions/159.191.197.254|159.191.197.254]] ([[User talk:159.191.197.254|talk]]) to last revision by [[User:Jared Preston|Jared Preston]]","","Jared Preston","129322","UPDATE"
"6271","503957051","2","Earth","description",-2,"","description","""the third planet in the Solar System""",NULL,"""0604872753""",NULL,"string","","","1","2017-06-21 04:23:41+00","/* wbsetlabeldescriptionaliases:3|en */ bilal aboudar, 0604872753, maroc","","","","UPDATE"
"6271","503979094","2","Earth","description",-2,"","description","""0604872753""",NULL,"""the third planet in the Solar System""",NULL,"string","","","1","2017-06-21 05:25:54+00","Reverted edits by [[Special:Contributions/105.67.130.111|105.67.130.111]] ([[User talk:105.67.130.111|talk]]) to last revision by [[User:93.169.220.91|93.169.220.91]]","","Yair rand","3490","UPDATE"
"6271","772696090","2","Earth","description",-2,"","description","""twenty-fifth planet from the Sun in the Solar System""",NULL,"""third planet from the Sun in the Solar System""",NULL,"string","","","1","2018-10-25 08:51:02+00","/* undo:0||772675014|122.54.247.66 */ vandalism","","Hjart","2049302","UPDATE"
