"revision_id","entity_id","entity_label","value_id","property_id","change_target","property_label","old_value","old_value_label","new_value","new_value_label","label","datatype"
"570710592",23572,"Game of Thrones","description",-2,"","description","""American fantasy drama television series""",NULL,"""LAmerican fantasy drama television series""",NULL,"reverted_edit","string"
"1303716837",36008,"Mercedes-Benz","label",-1,"","label","""Mercedes-Benz""",NULL,"""Mercedes-Fakyoo""",NULL,"reverted_edit","string"
"55229408",1,"Universe","q1$24fcef09-4859-b31d-a642-820a198c2966",571,"calendarmodel","inception","""Q1985727""","proleptic Gregorian calendar",NULL,NULL,"reverted_edit","time"
"55229408",1,"Universe","q1$24fcef09-4859-b31d-a642-820a198c2966",571,"precision","inception","""1""",NULL,NULL,NULL,"reverted_edit","time"
"270924571",1,"Universe","Q1$7c072684-4d73-e5f9-d0e3-7dc9d5cc6408",580,"","start time",NULL,NULL,"""-3761-10-06T00:00:00Z""",NULL,"reverted_edit","time"
"270924571",1,"Universe","Q1$7c072684-4d73-e5f9-d0e3-7dc9d5cc6408",580,"calendarmodel","start time",NULL,NULL,"""Q1985786""",NULL,"reverted_edit","time"
"270924571",1,"Universe","Q1$7c072684-4d73-e5f9-d0e3-7dc9d5cc6408",580,"precision","start time",NULL,NULL,"""11""",NULL,"reverted_edit","time"
"270924571",1,"Universe","Q1$7c072684-4d73-e5f9-d0e3-7dc9d5cc6408",580,"rank","start time",NULL,NULL,"""deprecated""",NULL,"reverted_edit","time"
"189532051",1,"Universe","Q1$fbe50141-4c6d-a516-dec8-0fcfa48d78d5",580,"","start time",NULL,NULL,"""-6000-00-00T00:00:00Z""",NULL,"reverted_edit","time"
"1321897747",36008,"Mercedes-Benz","Q36008$62e68dd6-4af9-ff4a-e2da-e4bd930bd0d2",571,"","inception","""+1926-00-00T00:00:00Z""",NULL,"""+1956-00-00T00:00:00Z""",NULL,"reverted_edit","time"
"189532051",1,"Universe","Q1$fbe50141-4c6d-a516-dec8-0fcfa48d78d5",580,"calendarmodel","start time",NULL,NULL,"""Q1985727""",NULL,"reverted_edit","time"
"189532051",1,"Universe","Q1$fbe50141-4c6d-a516-dec8-0fcfa48d78d5",580,"precision","start time",NULL,NULL,"""6""",NULL,"reverted_edit","time"
"189532051",1,"Universe","Q1$fbe50141-4c6d-a516-dec8-0fcfa48d78d5",580,"rank","start time",NULL,NULL,"""normal""",NULL,"reverted_edit","time"
"215206644",1,"Universe","description",-2,"","description","""Totality of planets, stars, galaxies, intergalactic space, or all matter or all energy""",NULL,"""totality of planets, stars, galaxies, intergalactic space, and all matter and energy""",NULL,"reverted_edit","string"
"361036021",1,"Universe","label",-1,"","label","{}",NULL,"""universe""",NULL,"reverted_edit","string"
"1108086882",2766,"iPhone","Q2766$7ff04ca0-48c4-5229-a7a7-ee2f778da9d6",18,"rank","image","{}",NULL,"""preferred""",NULL,"reverted_edit","string"
"50086874",26876,"Taylor Swift","q26876$54b49fb8-4b11-170e-f634-0f28f5a01145",569,"","date of birth","""+1989-12-13T00:00:00Z""",NULL,"""+1492-03-09T00:00:00Z""",NULL,"reverted_edit","time"
"69519638",26876,"Taylor Swift","description",-2,"","description","""singer-songwriter from Canada""",NULL,"""singer-songwriter from Canadaa""",NULL,"reverted_edit","string"
"180107703",2766,"iPhone","description",-2,"","description","""line of smartphones designed and marketed by Apple Inc""",NULL,"""#LizardSquad""",NULL,"reverted_edit","string"
"68591574",1,"Universe","description",-2,"","description","""cube""",NULL,"{}",NULL,"reverted_edit","string"
"11384556",76,"Barack Obama","description",-2,"","description","""American politician, 44th president of the United States""",NULL,"""American politician, 128th president of the United States""",NULL,"reverted_edit","string"
"22181888",2,"Earth","q2$910128EA-1638-483E-94DC-FAB130C14D3C",397,"rank","parent astronomical body","{}",NULL,"""normal""",NULL,"reverted_edit","wikibase-entityid"
"51621413",177,"pizza","label",-1,"","label","""pizza""",NULL,"""polza""",NULL,"reverted_edit","string"
"54636922",2,"Earth","description",-2,"","description","""third planet in the Solar System""",NULL,"""third planet in the Solar System; mostly harmless.""",NULL,"reverted_edit","string"
"55229408",1,"Universe","q1$24fcef09-4859-b31d-a642-820a198c2966",571,"rank","inception","""normal""",NULL,"{}",NULL,"reverted_edit",NULL
"67275779",177,"pizza","description",-2,"","description","""Italian dish made of oven-baked bread with various toppings""",NULL,"""italian food made of poo""",NULL,"reverted_edit","string"
"69817402",2766,"iPhone","q2766$977EC7AE-6CB7-4B83-B04F-C261ECDB23C8",306,"","operating system","""Q48493""","iOS","{}",NULL,"reverted_edit",NULL
"70120105",1,"Universe","description",-2,"","description","""totality of planets, stars, galaxies, intergalactic space, and all matter and energy""",NULL,"""totality of planets, stars, galaxies, intergalactic space, and all matter and energy and Homer Simpson.""",NULL,"reverted_edit","string"
"71210632",1,"Universe","description",-2,"","description","""totality of planets, stars, galaxies, intergalactic space, and all matter and energy""",NULL,"""caitlan is really cool. xo""",NULL,"reverted_edit","string"
"88264956",26876,"Taylor Swift","description",-2,"","description","""singer-songwriter from the United States""",NULL,"""drittunge homo som spiser bæsj og promp""",NULL,"reverted_edit","string"
"91723639",5,"human","Q5$d1130c34-43c6-f8e8-ed60-10d85765c094",77,"rank",NULL,"{}",NULL,"""normal""",NULL,"reverted_edit","wikibase-entityid"
"91723676",5,"human","Q5$cee48698-44d5-ffaa-f7e3-c4e2a7bac0d2",70,"rank",NULL,"{}",NULL,"""normal""",NULL,"reverted_edit","wikibase-entityid"
"91723821",5,"human","Q5$a1c7cb3d-4dfc-58a2-7700-3cf12b071cd9",71,"",NULL,"{}",NULL,"""Q635162""","Hominidae","reverted_edit","wikibase-entityid"
"110652822",1,"Universe","description",-2,"","description","""totality of planets, stars, galaxies, intergalactic space, and all matter and energy""",NULL,"""me da comezon""",NULL,"reverted_edit","string"
"119838975",1,"Universe","Q1$99529740-7DE0-4293-B3AD-EA8E57BEED9D",171,"","parent taxon","{}",NULL,"""Q16260972""","Eutreptia","reverted_edit","wikibase-entityid"
"119838975",1,"Universe","Q1$99529740-7DE0-4293-B3AD-EA8E57BEED9D",171,"rank","parent taxon","{}",NULL,"""normal""",NULL,"reverted_edit","wikibase-entityid"
"120108319",1,"Universe","Q1$5ec03a9c-4938-677e-51e0-42bb3caf99ea",527,"rank","has part(s)","""normal""",NULL,"{}",NULL,"reverted_edit",NULL
"120728949",1,"Universe","Q1$5B1B1BA7-F2A2-4B4F-A245-70E5B79ABB77",225,"","taxon name","{}",NULL,"""Hydrangea serrata""",NULL,"reverted_edit","string"
"120728949",1,"Universe","Q1$5B1B1BA7-F2A2-4B4F-A245-70E5B79ABB77",225,"rank","taxon name","{}",NULL,"""normal""",NULL,"reverted_edit","string"
"129034152",5,"human","label",-1,"","label","""human""",NULL,"""Alien""",NULL,"reverted_edit","string"
"130246463",5,"human","label",-1,"","label","""human""",NULL,"""saifuddin Jalal""",NULL,"reverted_edit","string"
"150551206",1,"Universe","description",-2,"","description","""totality of planets, stars, galaxies, intergalactic space, and all matter and energy""",NULL,"{}",NULL,"reverted_edit","string"
"152027574",5,"human","Q5$b24e39b8-4186-1b27-2197-a2c976864029",31,"","instance of","{}",NULL,"""Q215627""","person","reverted_edit","wikibase-entityid"
"152202428",1,"Universe","description",-2,"","description","""totality of planets, stars, galaxies, intergalactic space, and all matter and energy""",NULL,"""totality of planets, stadsfgdfgrs, galaxies, intergalactic space, and all matter and energy""",NULL,"reverted_edit","string"
"152202428",1,"Universe","label",-1,"","label","""universe""",NULL,"""univedfgrse""",NULL,"reverted_edit","string"
"156531596",2,"Earth","description",-2,"","description","""third planet in the Solar System""",NULL,"""fiveteen planet in the Solar System""",NULL,"reverted_edit","string"
"158279691",2,"Earth","label",-1,"","label","""Earth""",NULL,"""Hovno""",NULL,"reverted_edit","string"
"186041914",23572,"Game of Thrones","label",-1,"","label","""Game of Thrones""",NULL,"""Game of Thron""",NULL,"reverted_edit","string"
"215206089",1,"Universe","description",-2,"","description","""totality of planets, stars, galaxies, intergalactic space, and all matter and energy""",NULL,"""Totality of planets, stars, galaxies, intergalactic space, or all matter or all energy""",NULL,"reverted_edit","string"
"221707840",5,"human","Q5$d3a4fa58-4f14-cef5-c1e7-2626fc6dac25",279,"","subclass of","""Q215627""","person","""Q8964724""","","reverted_edit","wikibase-entityid"
"225156917",1,"Universe","Q1$f5d5115d-489a-7654-9a0a-5eea5be80d07",1036,"","Dewey Decimal Classification","""113""",NULL,"""somevalue""",NULL,"reverted_edit","unknown-values"
"225156917",1,"Universe","Q1$f5d5115d-489a-7654-9a0a-5eea5be80d07",1036,"rank","Dewey Decimal Classification","""normal""",NULL,"""preferred""",NULL,"reverted_edit","unknown-values"
"236865153",1,"Universe","Q1$F3152DE8-7064-48A1-BC18-38F92C8EA09E",26,"","spouse","{}",NULL,"""Q3658929""","Carlo Albanesi","reverted_edit","wikibase-entityid"
"236865153",1,"Universe","Q1$F3152DE8-7064-48A1-BC18-38F92C8EA09E",26,"rank","spouse","{}",NULL,"""normal""",NULL,"reverted_edit","wikibase-entityid"
"32570654",26876,"Taylor Swift","q26876$B45CC8D1-66B6-42D4-83B9-28E216036B79",21,"","sex or gender","""Q6581072""","female","""Q3877506""","No One Knows","reverted_edit","wikibase-entityid"
"32785659",76,"Barack Obama","q76$699DA382-CAD0-4CCD-B98C-9DFB01B5EE7E",140,"","religion or worldview","""Q5043""","Christianity","""Q47740""","Muslim","reverted_edit","wikibase-entityid"
"33446126",76,"Barack Obama","description",-2,"","description","""American politician, 44th president of the United States""",NULL,"""American politician, 44th president of the United States and ninja in a part job.""",NULL,"reverted_edit","string"
"40076529",5,"human","description",-2,"","description","""species of the family Hominidae, unique extant species of the genus Homo""",NULL,"""Delete human""",NULL,"reverted_edit","string"
"376835933",36008,"Mercedes-Benz","label",-1,"","label","""Mercedes-Benz""",NULL,"""Mercedes-Benz slk 230k  kompressor 142 kW r170""",NULL,"reverted_edit","string"
"376837749",36008,"Mercedes-Benz","label",-1,"","label","""Mercedes-Benz slk 230k  kompressor 142 kW r170""",NULL,"""SLK 230K""",NULL,"reverted_edit","string"
"278973536",1,"Universe","label",-1,"","label","""universe""",NULL,"""Universe""",NULL,"reverted_edit","string"
"283990941",1,"Universe","Q1$DEF36F58-2507-4EC5-845A-46E3EA722780",31,"rank","instance of","{}",NULL,"""normal""",NULL,"reverted_edit","wikibase-entityid"
"285458028",2766,"iPhone","label",-1,"","label","""iPhone""",NULL,"""iPhoneujwkwkaka""",NULL,"reverted_edit","string"
"339500590",177,"pizza","label",-1,"","label","""pizza""",NULL,"""la pizza la creo federico martinez soria""",NULL,"reverted_edit","string"
"352552677",1,"Universe","label",-1,"","label","""universe""",NULL,"""Universe""",NULL,"reverted_edit","string"
"352552681",1,"Universe","description",-2,"","description","""totality of planets, stars, galaxies, intergalactic space, or all matter or all energy""",NULL,"""Totality of planets, stars, galaxies, intergalactic space, or all matter or all energy""",NULL,"reverted_edit","string"
"471293564",36008,"Mercedes-Benz","description",-2,"","description","""automotive brand manufacturing subsidiary of Daimler""",NULL,"""automotives Brande und Manufakturungssubsidiarei der Daimler""",NULL,"reverted_edit","string"
"526426523",23572,"Game of Thrones","description",-2,"","description","""American fantasy drama television series""",NULL,"""American fantasy drama and porn television series""",NULL,"reverted_edit","string"
"526427132",23572,"Game of Thrones","q23572$fa1ea079-44e4-9a0b-ac36-9d4ed5b85040",161,"","cast member","""Q191104""","Sean Bean","""Q20276072""","Nigthly Sacrifice","reverted_edit","wikibase-entityid"
"526427312",23572,"Game of Thrones","q23572$23282467-47cb-9459-a462-4cb6c2ac635e",161,"","cast member","""Q445772""","Nikolaj Coster-Waldau","""Q2690265""","Daryl Dixon","reverted_edit","wikibase-entityid"
"561468227",23572,"Game of Thrones","Q23572$C7B9B9C7-7236-4073-B67E-F0A0F643BEAC",2437,"","number of seasons","""+7""",NULL,"""+8""",NULL,"reverted_edit","quantity"
"727279019",2766,"iPhone","Q2766$87eb14f1-4f7a-8c2b-652a-c7972b1454ca",527,"","has part(s)","""Q621427""","iPhone","""Q18010890""","iPhone 6","reverted_edit","wikibase-entityid"
"618991584",177,"pizza","description",-2,"","description","""Italian dish of oven-baked bread with various toppings""",NULL,"""PUTA QUE TE PARIO TIOO""",NULL,"reverted_edit","string"
"618991584",177,"pizza","label",-1,"","label","""pizza""",NULL,"""COCHA""",NULL,"reverted_edit","string"
"680691740",36008,"Mercedes-Benz","Q36008$5053D32F-805F-4827-BD28-A4CE7ED4FA9B",159,"","headquarters location","""Q1022""","Stuttgart","""Q24098""","Juju","reverted_edit","wikibase-entityid"
"803231898",177,"pizza","Q177$946424d7-4ac7-ed80-931c-ca7e8a7ab701",2534,"","defining formula","""V=pi\\cdot z\\cdot z\\cdot a""",NULL,"""pizza=pizza""",NULL,"reverted_edit","string"
"803232182",177,"pizza","Q177$dfc0a8b3-4ac7-19f9-6e71-61b30b4cbd89",18,"","image","""Pizza with tomatoes.jpg""",NULL,"""Guacamole IMGP1303.jpg""",NULL,"reverted_edit","string"
"803232241",177,"pizza","description",-2,"","description","""Italian dish of oven-baked bread with various toppings""",NULL,"""pizza""",NULL,"reverted_edit","string"
"941903414",36008,"Mercedes-Benz","Q36008$8BEA183D-8DF2-427E-84B7-3CB116B137D0",6363,"","WordLift URL","{}",NULL,"""http://data.thenextweb.com/tnw/entity/mercedes-benz""",NULL,"reverted_edit","string"
"941903414",36008,"Mercedes-Benz","Q36008$8BEA183D-8DF2-427E-84B7-3CB116B137D0",6363,"rank","WordLift URL","{}",NULL,"""normal""",NULL,"reverted_edit","string"
"1032360468",36008,"Mercedes-Benz","Q36008$7C0E0092-BD03-4B6E-80AB-9CE94ABB0DBA",112,"","founded by","""Q70788""","Paul Daimler","""Q352""","Adolf Hitler","reverted_edit","wikibase-entityid"
"1069057572",2766,"iPhone","Q2766$10e0ea56-48a8-afbb-87de-cf7d45135df2",2284,"","price","{}",NULL,"""+100""",NULL,"reverted_edit","quantity"
"1069057572",2766,"iPhone","Q2766$10e0ea56-48a8-afbb-87de-cf7d45135df2",2284,"unit","price","{}",NULL,"""Q4917""",NULL,"reverted_edit","quantity"
"1145080321",156077,"L'Oréal","label",-1,"","label","""L'Oréal""",NULL,"""L'Oréaluuuu""",NULL,"reverted_edit","string"
"1308293786",36008,"Mercedes-Benz","Q36008$e0e8583d-43e3-0674-936a-4e45c8f71079",154,"","logo image","""Mercedes-Benz Logo 2010.svg""",NULL,"""Icebreaker Stephan Jantzen in Stadthafen Rostock 2010-12-28 perspective correction-GD.jpg""",NULL,"reverted_edit","string"
"1260050274",2766,"iPhone","label",-1,"","label","""iPhone""",NULL,"""iPhone No sirven para nada""",NULL,"reverted_edit","string"
"1491357074",36008,"Mercedes-Benz","Q36008$72a7b7b5-42b0-42cc-a20b-5ef5b11ec949",18,"","image","""Stuttgart, Germany (3431696457).jpg""",NULL,"""Fon4oNaKamila.jpg""",NULL,"reverted_edit","string"
"1491357279",36008,"Mercedes-Benz","Q36008$e0e8583d-43e3-0674-936a-4e45c8f71079",154,"","logo image","""Mercedes-Benz Logo 2010.svg""",NULL,"""Fon4oNaKamila.jpg""",NULL,"reverted_edit","string"
"1429600535",2766,"iPhone","Q2766$e02abcff-4a0a-f2c5-27a3-62c177404022",856,"","official website","{}",NULL,"""https://minhtuanmobile.com/iphone/""",NULL,"reverted_edit","string"
